RT(milliseconds),TIC
27493,18.380339
27512,18.371744
27531,18.360807
27550,18.370312
27569,18.33216
27588,18.31888
27607,18.29909
27626,18.321224
27645,18.325521
27664,18.332293
27683,18.346354
27702,18.351433
27721,18.339323
27740,18.33086
27759,18.33685
27778,18.349348
27797,18.364193
27816,18.353907
27835,18.342318
27854,18.339453
27873,18.345573
27892,18.352734
27911,18.357552
27930,18.36849
27949,18.37552
27968,18.391796
27987,18.415625
28006,18.419271
28025,18.403126
28044,18.368359
28063,18.364973
28082,18.355598
28101,18.358854
28120,18.352995
28139,18.348307
28158,18.346745
28177,18.339062
28196,18.345053
28215,18.3431
28234,18.354687
28253,18.357943
28272,18.354298
28291,18.357292
28310,18.357943
28329,18.36289
28348,18.36341
28367,18.361979
28386,18.360287
28405,18.353386
28424,18.351433
28443,18.350391
28462,18.348827
28481,18.358725
28500,18.370182
28519,18.372005
28538,18.370964
28557,18.368359
28576,18.369791
28595,18.360807
28614,18.35625
28633,18.357813
28652,18.352865
28671,18.345182
28690,18.347395
28709,18.34987
28728,18.350912
28747,18.347265
28766,18.357422
28785,18.36224
28804,18.358463
28823,18.368229
28842,18.364063
28861,18.363802
28880,18.351954
28899,18.34388
28918,18.328255
28937,18.315624
28956,18.314192
28975,18.342318
28994,18.35026
29013,18.372135
29032,18.35703
29051,18.352995
29070,18.340626
29089,18.347527
29108,18.342709
29127,18.328775
29146,18.316145
29165,18.313541
29184,18.325651
29203,18.34323
29222,18.352474
29241,18.357813
29260,18.341015
29279,18.334635
29298,18.335287
29317,18.345833
29336,18.350391
29355,18.35078
29374,18.347006
29393,18.354166
29412,18.358725
29431,18.363152
29450,18.35586
29469,18.359375
29488,18.360546
29507,18.358854
29526,18.366667
29545,18.371223
29564,18.36901
29583,18.35586
29602,18.351301
29621,18.370573
29640,18.373568
29659,18.36927
29678,18.354036
29697,18.342838
29716,18.351692
29735,18.348698
29754,18.354427
29773,18.341146
29792,18.338282
29811,18.332293
29830,18.332682
29849,18.345964
29868,18.355469
29887,18.35534
29906,18.348047
29925,18.340105
29944,18.339323
29963,18.338541
29982,18.35078
30001,18.346874
30020,18.352865
30039,18.327084
30058,18.332422
30077,18.327995
30096,18.336067
30115,18.333202
30134,18.334246
30153,18.33763
30172,18.345053
30191,18.347527
30210,18.35
30229,18.34987
30248,18.347786
30267,18.333202
30286,18.339844
30305,18.34388
30324,18.358593
30343,18.353907
30362,18.354166
30381,18.35625
30400,18.361198
30419,18.35664
30438,18.357943
30457,18.360937
30476,18.367708
30495,18.37448
30514,18.359245
30533,18.353645
30552,18.340755
30571,18.351562
30590,18.354036
30609,18.360025
30628,18.361067
30647,18.357943
30666,18.352345
30685,18.348568
30704,18.346224
30723,18.352865
30742,18.350912
30761,18.351824
30780,18.347006
30799,18.335287
30818,18.345833
30837,18.33034
30856,18.327734
30875,18.317448
30894,18.329428
30913,18.333334
30932,18.323048
30951,18.33047
30970,18.331902
30989,18.347006
31008,18.361067
31027,18.372786
31046,18.377344
31065,18.367317
31084,18.359505
31103,18.34974
31122,18.344662
31141,18.347786
31160,18.351562
31179,18.34961
31198,18.354687
31217,18.347527
31236,18.35
31255,18.341927
31274,18.347265
31293,18.335676
31312,18.339973
31331,18.335417
31350,18.341927
31369,18.327213
31388,18.324219
31407,18.322136
31426,18.338932
31445,18.341667
31464,18.353125
31483,18.346485
31502,18.342318
31521,18.334114
31540,18.336979
31559,18.334896
31578,18.336329
31597,18.334246
31616,18.35013
31635,18.358463
31654,18.36914
31673,18.370964
31692,18.370182
31711,18.364452
31730,18.358725
31749,18.35026
31768,18.353125
31787,18.345964
31806,18.349218
31825,18.347527
31844,18.350391
31863,18.345182
31882,18.347395
31901,18.341536
31920,18.338541
31939,18.320704
31958,18.33125
31977,18.33789
31996,18.353907
32015,18.353516
32034,18.355598
32053,18.358725
32072,18.353907
32091,18.347656
32110,18.336588
32129,18.342318
32148,18.351301
32167,18.363281
32186,18.360157
32205,18.359245
32224,18.351562
32243,18.352345
32262,18.347527
32281,18.346094
32300,18.34388
32319,18.342058
32338,18.337109
32357,18.341015
32376,18.34427
32395,18.350912
32414,18.345833
32433,18.346874
32452,18.3375
32471,18.335155
32490,18.335417
32509,18.344141
32528,18.360416
32547,18.366146
32566,18.375782
32585,18.373697
32604,18.367708
32623,18.36302
32642,18.346615
32661,18.348307
32680,18.351433
32699,18.35638
32718,18.358334
32737,18.348307
32756,18.364323
32775,18.365105
32794,18.374609
32813,18.367058
32832,18.36302
32851,18.36211
32870,18.357943
32889,18.35573
32908,18.346874
32927,18.341406
32946,18.343489
32965,18.345182
32984,18.352734
33003,18.34961
33022,18.3444
33041,18.348047
33060,18.357552
33079,18.373829
33098,18.38151
33117,18.373829
33136,18.361849
33155,18.336329
33174,18.333855
33193,18.339453
33212,18.355598
33231,18.354036
33250,18.336979
33269,18.304296
33288,18.304037
