RT(milliseconds),TIC
260718,206.69518
260737,206.35274
260756,206.01614
260775,205.74544
260794,205.59375
260813,205.60742
260832,205.67825
260851,205.77734
260870,205.94466
260889,206.02956
260908,205.98268
260927,205.84714
260946,205.8453
260965,205.85794
260984,205.8237
261003,205.60977
261022,205.45299
261041,205.38347
261060,205.47513
261079,205.70183
261098,205.94453
261117,206.20717
261136,206.37448
261155,206.49818
261174,206.59584
261193,206.67656
261212,206.6862
261231,206.72943
261250,206.83203
261269,207.03946
261288,207.19922
261307,207.23567
261326,207.15976
261345,206.98398
261364,206.86067
261383,206.89609
261402,207.05937
261421,207.1776
261440,207.24374
261459,207.18307
261478,207.10951
261497,206.96068
261516,206.88126
261535,206.90079
261554,207.0293
261573,207.17383
261592,207.2707
261611,207.29062
261630,207.29701
261649,207.25209
261668,207.26875
261687,207.34036
261706,207.48282
261725,207.50664
261744,207.45651
261763,207.45299
261782,207.52278
261801,207.5668
261820,207.54831
261839,207.39272
261858,207.19597
261877,206.94402
261896,206.81927
261915,206.76186
261934,206.74791
261953,206.72955
261972,206.7203
261991,206.66354
262010,206.55
262029,206.43684
262048,206.32735
262067,206.25404
262086,206.22995
262105,206.18047
262124,206.02643
262143,205.88347
262162,205.7681
262181,205.75677
262200,205.66197
262219,205.53151
262238,205.38568
262257,205.18633
262276,205.05104
262295,204.92722
262314,204.78593
262333,204.60443
262352,204.32304
262371,204.0474
262390,203.77995
262409,203.50443
262428,203.26224
262447,202.97461
262466,202.75833
262485,202.52579
262504,202.31055
262523,202.0556
262542,201.74388
262561,201.37709
262580,201.08633
262599,200.95586
262618,201.022
262637,201.04414
262656,201.02135
262675,200.89023
262694,200.7556
262713,200.65521
262732,200.56302
262751,200.55351
262770,200.44856
262789,200.29141
262808,200.06589
262827,199.86641
262846,199.79375
262865,199.74596
262884,199.61302
262903,199.25977
262922,198.86862
262941,198.55391
262960,198.30885
262979,198.07266
262998,197.80092
263017,197.51537
263036,197.20052
263055,196.89597
263074,196.70287
263093,196.56966
263112,196.51979
263131,196.37773
263150,196.16145
263169,195.82709
263188,195.56393
263207,195.26276
263226,195.03372
263245,194.77188
263264,194.62135
263283,194.4526
263302,194.21263
263321,193.92891
263340,193.63959
263359,193.35182
263378,193.04323
263397,192.74141
263416,192.4595
263435,192.23698
263454,192.10756
263473,192.0668
263492,191.96341
263511,191.75156
263530,191.46042
263549,191.21068
263568,190.95287
263587,190.64413
263606,190.28438
263625,189.99753
263644,189.90169
263663,189.90195
263682,189.92513
263701,189.89609
263720,189.81094
263739,189.64531
263758,189.4358
263777,189.25586
263796,189.11836
263815,188.98529
263834,188.80339
263853,188.55508
263872,188.30391
263891,188.14037
263910,187.99779
263929,187.86055
263948,187.58737
263967,187.28229
263986,187.00339
264005,186.7539
264024,186.5125
264043,186.19154
264062,185.85065
264081,185.48828
264100,185.13425
264119,184.80873
264138,184.62227
264157,184.5789
264176,184.58502
264195,184.49193
264214,184.27396
264233,184.00534
264252,183.7259
264271,183.41849
264290,183.1668
264309,182.9612
264328,182.85078
264347,182.68411
264366,182.47292
264385,182.16745
264404,181.90639
264423,181.77396
264442,181.71016
264461,181.58502
264480,181.32227
264499,181.01146
264518,180.73346
264537,180.4931
264556,180.26784
264575,180.07916
264594,179.90065
264613,179.70769
264632,179.41641
264651,179.07109
264670,178.74141
264689,178.46835
264708,178.24623
264727,178.03645
264746,177.8556
264765,177.67317
264784,177.54558
264803,177.31627
264822,177.03217
264841,176.67682
264860,176.39413
264879,176.15886
264898,175.92564
264917,175.59271
264936,175.27435
264955,174.97552
264974,174.81563
264993,174.65157
265012,174.49454
265031,174.2888
265050,174.05756
265069,173.72552
265088,173.42851
265107,173.18425
265126,173.02292
265145,172.85587
265164,172.66719
265183,172.43385
265202,172.1638
265221,171.93854
265240,171.75014
265259,171.57109
265278,171.3366
265297,171.1155
265316,170.90599
265335,170.73099
265354,170.59258
265373,170.47266
265392,170.26758
265411,169.97943
265430,169.68008
265449,169.42369
265468,169.272
265487,169.11641
265506,168.91978
265525,168.65834
265544,168.41185
265563,168.26263
265582,168.19844
265601,168.17995
265620,168.09636
265639,167.94753
265658,167.82878
265677,167.74739
265696,167.66484
265715,167.52695
265734,167.31966
265753,167.0901
265772,166.79753
265791,166.57071
265810,166.46588
265829,166.52525
265848,166.65208
265867,166.70326
265886,166.62695
265905,166.53711
265924,166.41862
265943,166.27669
265962,166.05443
265981,165.85834
266000,165.63477
266019,165.4388
266038,165.18633
266057,164.9526
266076,164.72617
266095,164.52734
266114,164.40143
266133,164.22981
266152,164.0181
266171,163.74362
266190,163.42538
266209,163.11446
266228,162.75807
266247,162.54036
266266,162.34076
266285,162.16731
266304,161.86667
266323,161.56732
266342,161.32356
266361,161.11693
266380,160.95468
266399,160.82253
266418,160.74974
266437,160.6056
266456,160.37291
266475,160.0957
266494,159.86354
266513,159.71185
266532,159.55624
266551,159.45508
266570,159.3444
266589,159.19402
266608,158.99727
266627,158.71536
266646,158.51419
266665,158.28111
266684,158.11914
266703,157.99297
266722,157.91576
266741,157.79453
266760,157.63554
266779,157.50052
266798,157.42006
266817,157.33672
266836,157.25572
266855,157.16693
266874,157.05664
266893,156.88919
266912,156.7108
266931,156.57356
266950,156.43541
266969,156.32487
266988,156.24336
267007,156.22252
267026,156.20364
267045,156.16263
267064,156.09024
267083,156.02682
267102,156.00677
267121,156.03555
267140,156.11615
267159,156.07735
267178,155.94258
267197,155.79648
267216,155.70442
267235,155.65182
267254,155.58125
267273,155.52057
267292,155.49245
267311,155.39531
267330,155.25925
267349,155.03346
267368,154.86029
267387,154.69531
267406,154.55756
267425,154.39714
267444,154.25209
267463,154.14519
267482,154.02448
267501,153.87825
267520,153.70976
267539,153.6043
267558,153.56589
267577,153.52174
267596,153.48438
267615,153.43893
267634,153.46576
267653,153.5353
267672,153.66771
267691,153.7599
267710,153.73047
267729,153.71861
267748,153.74388
267767,153.80078
267786,153.7845
267805,153.772
267824,153.82135
267843,153.93178
267862,154.05573
267881,154.19557
267900,154.29897
267919,154.4276
267938,154.4759
267957,154.49713
267976,154.46432
267995,154.49908
268014,154.60547
268033,154.73424
268052,154.89114
268071,155.13164
268090,155.46223
268109,155.7772
268128,156.01158
268147,156.23438
268166,156.57864
268185,157.0405
268204,157.57253
268223,158.08984
268242,158.55104
268261,158.99297
268280,159.47708
268299,160.00885
268318,160.59857
268337,161.24101
268356,161.8332
268375,162.33554
268394,162.80534
268413,163.36342
268432,164.03711
268451,164.74323
268470,165.52292
268489,166.37448
268508,167.26094
268527,168.09193
268546,168.85625
268565,169.56732
268584,170.23463
268603,170.84154
268622,171.5129
268641,172.30638
268660,173.1414
268679,173.87735
268698,174.56354
268717,175.33516
268736,176.15039
268755,177.01549
268774,177.9181
268793,178.75677
268812,179.53581
268831,180.22475
268850,181.00195
268869,181.75104
268888,182.46393
268907,183.14987
268926,183.85521
268945,184.53854
268964,185.22981
268983,185.875
269002,186.50911
269021,187.08138
269040,187.62291
269059,188.097
269078,188.5056
269097,188.92513
269116,189.3461
269135,189.78542
269154,190.11224
269173,190.37592
269192,190.57721
269211,190.74701
269230,190.91133
269249,191.0953
269268,191.29584
269287,191.50638
269306,191.70924
269325,191.88867
269344,192.0638
269363,192.272
269382,192.50534
269401,192.69427
269420,192.79987
269439,192.93893
269458,193.15599
269477,193.32513
269496,193.3388
269515,193.34518
269534,193.40717
269553,193.51758
269572,193.53542
269591,193.4358
269610,193.39674
269629,193.3677
269648,193.37825
269667,193.30963
269686,193.28958
269705,193.31158
269724,193.39804
269743,193.38463
269762,193.25299
269781,193.01979
269800,192.83255
269819,192.71771
269838,192.59909
269857,192.50014
269876,192.39557
269895,192.36693
269914,192.34128
269933,192.38477
269952,192.40079
269971,192.37968
269990,192.35742
270009,192.39597
270028,192.48386
270047,192.54062
270066,192.54024
270085,192.54883
270104,192.63528
270123,192.77591
270142,192.79648
270161,192.73619
270180,192.67317
270199,192.7099
270218,192.79466
270237,192.88658
270256,193.006
270275,193.07812
270294,193.12956
270313,193.11198
270332,193.10938
270351,193.07657
270370,193.0405
270389,193.08217
270408,193.13919
270427,193.22838
270446,193.29088
270465,193.4138
270484,193.5
270503,193.53346
270522,193.56992
270541,193.6603
270560,193.79257
270579,193.87721
270598,193.93282
270617,193.87123
270636,193.70299
270655,193.51967
270674,193.43607
270693,193.5
270712,193.57422
270731,193.54584
270750,193.38606
270769,193.15924
270788,193.00273
270807,192.93268
270826,192.86314
270845,192.76341
270864,192.61797
270883,192.45729
270902,192.1651
270921,191.89467
270940,191.66992
270959,191.64218
270978,191.62643
270997,191.6349
271016,191.55664
271035,191.43463
271054,191.2875
271073,191.16837
271092,191.12917
271111,190.9815
271130,190.75885
271149,190.60963
271168,190.53972
271187,190.40665
271206,190.1306
271225,189.93672
271244,189.88606
271263,189.84245
271282,189.7875
271301,189.65533
271320,189.47852
271339,189.3806
271358,189.32695
271377,189.27292
271396,189.10481
271415,188.91849
271434,188.5953
271453,188.26471
271472,188.07513
271491,188.07109
271510,188.07773
271529,187.95795
271548,187.8431
271567,187.70833
271586,187.63907
271605,187.581
271624,187.56029
271643,187.58412
271662,187.63985
271681,187.69818
271700,187.65091
271719,187.48633
271738,187.31094
271757,187.11133
271776,186.9194
271795,186.69127
271814,186.44232
271833,186.14622
271852,185.8586
271871,185.73515
271890,185.67291
271909,185.65338
271928,185.53424
271947,185.3918
271966,185.24883
271985,185.11797
272004,185.06615
272023,184.88997
272042,184.59206
272061,184.22552
272080,184.01732
272099,183.98087
272118,183.97852
272137,183.99518
272156,184.00339
272175,183.98828
272194,183.9047
272213,183.78581
272232,183.64922
272251,183.52109
272270,183.38463
272289,183.27734
272308,183.10963
272327,183.02734
272346,183.04088
272365,183.10924
272384,183.05403
272403,182.82747
272422,182.58829
272441,182.38841
272460,182.26888
272479,182.24544
272498,182.20912
272517,182.15573
272536,181.98737
272555,181.85156
272574,181.74115
272593,181.71706
272612,181.62592
272631,181.5017
272650,181.30092
272669,181.10547
272688,180.97435
272707,180.91171
272726,180.90338
272745,180.94218
272764,181.00677
272783,181.10455
272802,181.09283
272821,181.03542
272840,180.91837
272859,180.82462
272878,180.69753
272897,180.52774
272916,180.35443
272935,180.22188
272954,180.08502
272973,179.93112
272992,179.68816
273011,179.51393
273030,179.40013
273049,179.33138
273068,179.25247
273087,179.09076
273106,178.88046
273125,178.6435
273144,178.553
273163,178.59883
273182,178.6612
273201,178.62526
273220,178.53268
273239,178.35117
273258,178.15234
273277,177.95638
273296,177.81107
273315,177.66042
273334,177.48451
273353,177.39192
273372,177.33607
273391,177.18724
273410,176.99258
273429,176.80417
273448,176.66875
273467,176.49167
273486,176.24532
273505,176.04674
273524,175.87851
273543,175.81316
273562,175.7552
273581,175.73216
273600,175.57904
273619,175.32956
273638,175.08672
273657,174.81902
273676,174.59987
273695,174.39088
273714,174.32462
273733,174.25156
273752,174.1306
273771,173.99779
273790,173.88919
273809,173.66315
273828,173.41225
273847,173.1767
273866,173.01602
273885,172.85742
273904,172.75937
273923,172.75755
273942,172.76353
273961,172.73033
273980,172.65729
273999,172.49986
274018,172.2806
274037,172.01823
274056,171.83723
274075,171.728
274094,171.66081
274113,171.64258
274132,171.6099
274151,171.60365
274170,171.50221
274189,171.34909
274208,171.12787
274227,170.91757
274246,170.70352
274265,170.51003
274284,170.35547
274303,170.19206
274322,170.04193
274341,169.81393
274360,169.64635
274379,169.55911
274398,169.53047
274417,169.48763
274436,169.26393
274455,168.97305
274474,168.67188
274493,168.43555
274512,168.26967
274531,168.08542
274550,167.93073
274569,167.80612
274588,167.65846
274607,167.48268
274626,167.24779
274645,167.00143
274664,166.78438
274683,166.51523
274702,166.26758
274721,166.02553
274740,165.84505
274759,165.71275
274778,165.57643
274797,165.45494
274816,165.30664
274835,165.16875
274854,165.11029
274873,165.03307
274892,165.02226
274911,164.94882
274930,164.875
274949,164.71002
274968,164.52162
274987,164.37709
275006,164.2793
275025,164.21107
275044,164.14545
275063,164.01744
275082,163.8349
275101,163.6155
275120,163.45781
275139,163.32852
275158,163.16145
275177,162.95221
275196,162.744
275215,162.5754
275234,162.4246
275253,162.33711
275272,162.25365
275291,162.18515
275310,161.98932
275329,161.75351
275348,161.46367
275367,161.23256
275386,161.0457
275405,160.91966
275424,160.83177
275443,160.8065
275462,160.79558
275481,160.7996
275500,160.78502
275519,160.78476
275538,160.7918
275557,160.71094
275576,160.57565
275595,160.34726
275614,160.14583
275633,159.90872
275652,159.76549
275671,159.69687
275690,159.65416
275709,159.57565
275728,159.49127
275747,159.44635
275766,159.41016
275785,159.26276
275804,159.10234
275823,159.00899
275842,159.02473
275861,159.0392
275880,158.97852
275899,158.80351
275918,158.53346
275937,158.256
275956,158.06198
275975,158.01068
275994,158.00638
276013,158.07578
276032,158.22018
276051,158.30989
276070,158.25287
276089,158.08255
276108,157.92357
276127,157.86041
276146,157.79688
276165,157.65651
276184,157.44649
276203,157.21666
276222,157.14688
276241,157.131
276260,157.10794
276279,157.06744
276298,157.05325
276317,157.01186
276336,156.95872
276355,156.86342
276374,156.80469
276393,156.73256
276412,156.66783
276431,156.59843
276450,156.54128
276469,156.49323
276488,156.37318
276507,156.21237
276526,156.09088
276545,156.05989
276564,156.09726
276583,156.12943
276602,156.1237
276621,156.08438
276640,156.03711
276659,156.02695
276678,155.98685
276697,155.98099
276716,155.98529
276735,155.97018
276754,155.93489
276773,155.90976
276792,155.91315
276811,155.77083
276830,155.55287
276849,155.34375
276868,155.20769
276887,155.09401
276906,154.91055
276925,154.75066
276944,154.59921
276963,154.52838
276982,154.49127
277001,154.53139
277020,154.57487
277039,154.59557
277058,154.62813
277077,154.6211
277096,154.63698
277115,154.63086
277134,154.64284
277153,154.69675
277172,154.74101
277191,154.79987
277210,154.80547
277229,154.82057
277248,154.83698
277267,154.89583
277286,154.92526
277305,154.88686
277324,154.78789
277343,154.67592
277362,154.61992
277381,154.60143
277400,154.58476
277419,154.53685
277438,154.47812
277457,154.41783
277476,154.38594
277495,154.2569
277514,154.14453
277533,154.06224
277552,154.0384
277571,153.99428
277590,153.91354
277609,153.8414
277628,153.79544
277647,153.7513
277666,153.78047
277685,153.81393
277704,153.91875
277723,154.0207
277742,154.12032
277761,154.12057
277780,153.96016
277799,153.75572
277818,153.57097
277837,153.4901
277856,153.46002
277875,153.48529
277894,153.49661
277913,153.43477
277932,153.29596
277951,153.17644
277970,153.08034
277989,152.96576
278008,152.83151
278027,152.71875
278046,152.59883
278065,152.49454
278084,152.40326
278103,152.37408
278122,152.36523
278141,152.28047
278160,152.15404
278179,151.93854
278198,151.81563
278217,151.76772
278236,151.8142
278255,151.77605
278274,151.62344
278293,151.45065
278312,151.27005
278331,151.1522
278350,151.03268
278369,150.95494
278388,150.83568
278407,150.69336
278426,150.6289
278445,150.62851
278464,150.61472
278483,150.53542
278502,150.41211
278521,150.27031
278540,150.18204
278559,150.1069
278578,150.02838
278597,149.9371
278616,149.9099
278635,149.88503
278654,149.78568
278673,149.59283
278692,149.36797
278711,149.18854
278730,149.03593
278749,148.95209
278768,148.84921
278787,148.73282
278806,148.63216
278825,148.52734
278844,148.49596
278863,148.48203
278882,148.57005
278901,148.64192
278920,148.68607
278939,148.66432
278958,148.65248
278977,148.64493
278996,148.57071
279015,148.44818
279034,148.36107
279053,148.27461
279072,148.16653
279091,148.00652
279110,147.93373
279129,147.91588
279148,147.92552
279167,147.95026
279186,147.96198
279205,148.00325
279224,148.07474
279243,148.20143
279262,148.33295
279281,148.40547
279300,148.38724
279319,148.28268
279338,148.13606
279357,148.0207
279376,147.90625
279395,147.80313
279414,147.68216
279433,147.58243
279452,147.51927
279471,147.48619
279490,147.56029
279509,147.59935
279528,147.58424
279547,147.45573
279566,147.25677
279585,147.13841
279604,147.05716
279623,146.97891
279642,146.84714
279661,146.7099
279680,146.65248
279699,146.59688
279718,146.54257
279737,146.48619
279756,146.43736
279775,146.28671
279794,146.05469
279813,145.79414
279832,145.54466
279851,145.33568
279870,145.13373
279889,145.03073
279908,144.89154
279927,144.74544
279946,144.63568
279965,144.57448
279984,144.51602
280003,144.39778
280022,144.2595
280041,144.11446
280060,143.9095
280079,143.7237
280098,143.58476
280117,143.49374
280136,143.43451
280155,143.28777
280174,143.11797
280193,142.92435
280212,142.74245
280231,142.53932
280250,142.3065
280269,142.11888
280288,142.03906
280307,141.956
280326,141.8056
280345,141.59766
280364,141.4151
280383,141.19936
280402,140.90573
280421,140.60521
280440,140.403
280459,140.22162
280478,139.99896
280497,139.7845
280516,139.59505
280535,139.38907
280554,139.1444
280573,138.9737
280592,138.91978
280611,138.94154
280630,138.96419
280649,138.90533
280668,138.70013
280687,138.39935
280706,138.0957
280725,137.86029
280744,137.72044
280763,137.6526
280782,137.653
280801,137.60742
280820,137.51158
280839,137.40872
280858,137.30196
280877,137.2237
280896,137.13907
280915,137.05403
280934,136.93086
280953,136.74454
280972,136.49791
280991,136.2401
281010,135.9711
281029,135.68008
281048,135.32982
281067,135.03711
281086,134.84479
281105,134.74687
281124,134.63919
281143,134.4987
281162,134.33554
281181,134.13737
281200,133.94713
281219,133.67305
281238,133.42422
281257,133.175
281276,133.028
281295,132.86848
281314,132.6767
281333,132.44908
281352,132.29713
281371,132.17734
281390,132.0108
281409,131.77487
281428,131.53542
281447,131.37305
281466,131.2116
281485,131.04636
281504,130.87265
281523,130.67136
281542,130.403
281561,130.06224
281580,129.7793
281599,129.53307
281618,129.36394
281637,129.14375
281656,128.90599
281675,128.65665
281694,128.43802
281713,128.26172
281732,128.04102
281751,127.85495
281770,127.70521
281789,127.57149
281808,127.34909
281827,127.11562
281846,126.952866
281865,126.86289
281884,126.78216
281903,126.60013
281922,126.339455
281941,126.07122
281960,125.88972
281979,125.70403
281998,125.479034
282017,125.22201
282036,124.97161
282055,124.69323
282074,124.38685
282093,124.0819
282112,123.80156
282131,123.597786
282150,123.47982
282169,123.379295
282188,123.2319
282207,122.97787
282226,122.62227
282245,122.25339
282264,121.998825
282283,121.78763
282302,121.57396
282321,121.26745
282340,120.94258
282359,120.62435
282378,120.31914
282397,120.03919
282416,119.77279
282435,119.55143
282454,119.38646
282473,119.18685
282492,118.961716
282511,118.76511
282530,118.5862
282549,118.436066
282568,118.27239
282587,118.0763
282606,117.785545
282625,117.444405
282644,117.09974
282663,116.83516
282682,116.64857
282701,116.52226
282720,116.3418
282739,116.04258
282758,115.779686
282777,115.67331
282796,115.686455
282815,115.69349
282834,115.64206
282853,115.51498
282872,115.34375
282891,115.191536
282910,115.08997
282929,115.010414
282948,114.86641
282967,114.66992
282986,114.42318
283005,114.17305
283024,114.01159
283043,113.901695
283062,113.78138
283081,113.622
283100,113.44662
283119,113.30417
283138,113.22057
283157,113.242836
283176,113.251045
283195,113.11146
283214,112.84049
283233,112.57995
283252,112.399345
283271,112.268486
283290,112.103775
283309,111.91367
283328,111.683464
283347,111.48177
283366,111.30443
283385,111.1638
283404,111.05495
283423,110.99088
283442,110.96367
283461,110.95989
283480,110.97422
283499,110.88737
283518,110.782814
283537,110.6957
283556,110.68437
283575,110.666016
283594,110.62669
283613,110.557945
283632,110.44544
283651,110.28737
283670,110.1332
283689,109.98138
283708,109.89453
283727,109.83854
283746,109.78958
283765,109.67578
283784,109.58646
283803,109.53789
283822,109.5026
283841,109.41927
283860,109.32604
283879,109.213936
283898,109.13581
283917,109.03346
283936,108.939064
283955,108.84167
283974,108.79427
283993,108.80312
284012,108.828255
284031,108.904945
284050,108.98294
284069,109.05664
284088,109.08854
284107,109.103386
284126,109.131905
284145,109.13698
284164,109.11328
284183,109.03672
284202,108.921486
284221,108.79466
284240,108.68372
284259,108.60729
284278,108.52839
284297,108.4651
284316,108.4263
284335,108.41289
284354,108.38086
284373,108.353386
284392,108.359634
284411,108.35208
284430,108.27956
284449,108.22734
284468,108.21146
284487,108.26485
284506,108.265755
284525,108.279686
284544,108.26771
284563,108.27578
284582,108.29063
284601,108.323044
284620,108.3612
284639,108.35104
284658,108.25339
284677,108.140884
284696,108.08424
284715,108.07422
284734,108.02812
284753,107.9211
284772,107.78646
284791,107.660675
284810,107.569534
284829,107.53086
284848,107.5138
284867,107.53333
284886,107.54818
284905,107.5444
284924,107.438545
284943,107.36354
284962,107.307945
284981,107.28854
285000,107.2237
285019,107.175
285038,107.135284
285057,107.14492
285076,107.15378
285095,107.134766
285114,107.0845
285133,107.0112
285152,106.936455
285171,106.82877
285190,106.79192
285209,106.836716
285228,106.93828
285247,106.96302
285266,106.93529
285285,106.88151
285304,106.808334
285323,106.77266
285342,106.76445
285361,106.78867
285380,106.73659
285399,106.63138
285418,106.478775
285437,106.38567
285456,106.30417
285475,106.2526
285494,106.17565
285513,106.114845
285532,106.092705
285551,106.06914
285570,106.04375
285589,106.0056
285608,105.9681
285627,105.890755
285646,105.77174
285665,105.68164
285684,105.61419
285703,105.60013
285722,105.63242
285741,105.69948
285760,105.723564
285779,105.64297
285798,105.52526
285817,105.38594
285836,105.214455
285855,105.00755
285874,104.76797
285893,104.55872
285912,104.311325
285931,104.072395
285950,103.85833
285969,103.68398
285988,103.52904
286007,103.36302
286026,103.20521
286045,103.06745
286064,102.89818
286083,102.74922
286102,102.65
286121,102.6375
286140,102.61562
286159,102.51784
286178,102.35677
286197,102.14948
286216,101.97969
286235,101.81276
286254,101.7112
286273,101.6168
286292,101.55
286311,101.4918
286330,101.40352
286349,101.339584
286368,101.222916
286387,101.07513
286406,100.93997
286425,100.86966
286444,100.80169
286463,100.66211
286482,100.46094
286501,100.285286
286520,100.2056
286539,100.18672
286558,100.18698
286577,100.11276
286596,100.029816
286615,99.96068
286634,99.87682
286653,99.78359
286672,99.6638
286691,99.583206
286710,99.51328
286729,99.45208
286748,99.4211
286767,99.33034
286786,99.23893
286805,99.15391
286824,99.12005
286843,99.12813
286862,99.10508
286881,99.03867
286900,98.90651
286919,98.74948
286938,98.634895
286957,98.58008
286976,98.566666
286995,98.564064
287014,98.541534
287033,98.47135
287052,98.40234
287071,98.36094
287090,98.307945
287109,98.21523
287128,98.086586
287147,98.015495
287166,97.942055
287185,97.90443
287204,97.83698
287223,97.791534
287242,97.69974
287261,97.62747
287280,97.572395
287299,97.51511
287318,97.49609
287337,97.44531
287356,97.42083
287375,97.379555
287394,97.384636
287413,97.373825
287432,97.33164
287451,97.276566
287470,97.24049
287489,97.20768
287508,97.21628
287527,97.217575
287546,97.239845
287565,97.18828
287584,97.12786
287603,96.96367
287622,96.77213
287641,96.63919
287660,96.59427
287679,96.626175
287698,96.6819
287717,96.7056
287736,96.73581
287755,96.73034
287774,96.78333
287793,96.78177
287812,96.76485
287831,96.748955
287850,96.74622
287869,96.76797
287888,96.74088
287907,96.66237
287926,96.42838
287945,96.16888
287964,95.96146
287983,95.84128
288002,95.751434
288021,95.63307
288040,95.49961
288059,95.35326
288078,95.26498
288097,95.23229
288116,95.2056
288135,95.10508
288154,94.95182
288173,94.791016
288192,94.660286
288211,94.58789
288230,94.532555
288249,94.50495
288268,94.40716
288287,94.27266
288306,94.1332
288325,93.9918
288344,93.89987
288363,93.83229
288382,93.82617
288401,93.791664
288420,93.70377
288439,93.61198
288458,93.55026
288477,93.529686
288496,93.5125
288515,93.453255
288534,93.37148
288553,93.28789
288572,93.225914
288591,93.16758
288610,93.09596
288629,93.02617
288648,92.95482
288667,92.88177
288686,92.802216
288705,92.72383
288724,92.65625
288743,92.59635
288762,92.53138
288781,92.479294
288800,92.4155
288819,92.33489
288838,92.20703
288857,92.077866
288876,91.989845
288895,91.89805
288914,91.81471
288933,91.7
288952,91.598175
288971,91.4806
288990,91.35873
289009,91.23086
289028,91.17643
289047,91.12487
289066,91.11289
289085,91.06445
289104,91.021484
289123,91.00352
289142,90.96224
289161,90.885025
289180,90.69583
289199,90.52058
289218,90.40977
289237,90.37409
289256,90.31042
289275,90.25912
289294,90.25091
289313,90.234375
289332,90.18672
289351,90.120834
289370,90.0931
289389,90.08646
289408,90.03802
289427,89.95469
289446,89.85638
289465,89.80404
289484,89.788414
289503,89.797264
289522,89.77305
289541,89.73034
289560,89.651695
289579,89.56992
289598,89.51653
289617,89.51146
289636,89.52005
289655,89.54505
289674,89.54883
289693,89.55495
289712,89.5487
289731,89.51458
289750,89.46107
289769,89.42057
289788,89.3776
289807,89.36667
289826,89.32188
289845,89.31914
289864,89.322136
289883,89.3418
289902,89.33151
289921,89.3043
289940,89.254425
289959,89.23086
289978,89.19596
289997,89.18542
290016,89.186066
290035,89.13789
290054,89.05625
290073,88.950264
290092,88.92448
290111,88.91511
290130,88.91263
290149,88.88763
290168,88.84961
290187,88.75638
290206,88.649086
290225,88.57552
290244,88.541405
290263,88.51653
290282,88.490234
290301,88.47474
290320,88.50195
290339,88.51914
290358,88.50508
290377,88.46315
290396,88.40065
290415,88.38372
290434,88.370575
290453,88.36042
290472,88.33607
290491,88.29076
290510,88.270966
290529,88.24727
290548,88.225784
290567,88.20222
290586,88.11966
290605,88.01419
290624,87.899345
290643,87.82487
290662,87.780205
290681,87.754425
290700,87.74414
290719,87.67891
290738,87.603775
290757,87.546486
290776,87.57604
290795,87.62695
290814,87.65286
290833,87.651695
290852,87.5944
290871,87.54922
290890,87.55065
290909,87.563675
290928,87.54375
290947,87.48607
290966,87.44128
290985,87.41836
291004,87.42578
291023,87.52213
291042,87.663155
291061,87.765625
291080,87.802216
291099,87.82018
291118,87.80755
291137,87.80156
291156,87.833984
291175,87.88151
291194,87.915886
291213,87.915886
291232,87.92057
291251,87.92239
291270,87.96146
291289,88.020836
291308,88.11107
291327,88.18424
291346,88.29922
291365,88.41185
291384,88.49258
291403,88.604034
291422,88.75651
291441,88.99271
291460,89.19531
291479,89.38047
291498,89.55078
291517,89.72942
291536,89.941536
291555,90.20377
291574,90.521614
291593,90.833725
291612,91.12487
291631,91.384895
291650,91.6638
291669,91.97513
291688,92.37435
291707,92.78359
291726,93.171875
291745,93.507164
291764,93.844925
291783,94.234505
291802,94.672005
291821,95.13972
291840,95.63958
291859,96.13151
291878,96.62487
291897,97.03151
291916,97.439064
291935,97.93125
291954,98.49414
291973,99.09349
291992,99.66016
292011,100.22435
292030,100.73281
292049,101.279686
292068,101.859764
292087,102.501305
292106,103.13255
292125,103.77018
292144,104.45039
292163,105.10221
292182,105.70417
292201,106.32461
292220,107.00925
292239,107.73737
292258,108.41849
292277,109.07435
292296,109.69531
292315,110.36979
292334,111.083595
292353,111.885025
292372,112.665886
292391,113.433334
292410,114.2125
292429,114.99753
292448,115.82513
292467,116.666794
292486,117.52513
292505,118.33112
292524,119.06628
292543,119.808334
292562,120.57357
292581,121.43828
292600,122.32669
292619,123.213936
292638,124.08308
292657,124.92461
292676,125.703384
292695,126.413155
292714,127.1125
292733,127.83463
292752,128.54753
292771,129.24922
292790,130.01666
292809,130.76732
292828,131.5241
292847,132.20508
292866,132.95573
292885,133.76523
292904,134.60977
292923,135.4901
292942,136.27695
292961,137.06068
292980,137.80377
292999,138.60481
293018,139.45769
293037,140.30678
293056,141.09088
293075,141.83008
293094,142.51654
293113,143.24492
293132,143.9375
293151,144.61836
293170,145.31055
293189,146.04323
293208,146.85677
293227,147.68385
293246,148.56342
293265,149.41875
293284,150.25092
293303,151.10312
293322,151.8806
293341,152.67917
293360,153.41093
293379,154.1474
293398,154.81029
293417,155.42825
293436,156.12032
293455,156.86575
293474,157.59453
293493,158.28008
293512,158.98607
293531,159.7388
293550,160.47604
293569,161.12643
293588,161.78151
293607,162.35938
293626,162.91837
293645,163.46107
293664,164.0685
293683,164.6767
293702,165.32135
293721,165.90834
293740,166.4276
293759,166.83034
293778,167.32799
293797,167.88503
293816,168.43124
293835,168.87956
293854,169.21783
293873,169.52162
293892,169.87135
293911,170.25456
293930,170.55664
293949,170.76068
293968,171.0375
