Time [ms],,,Intensity
1717020,,,106092
1717436,,,135752
1717851,,,164845
1718268,,,183675
1718684,,,186679
1719100,,,177312
1719516,,,160072
1719932,,,152356
1720349,,,159240
1720765,,,176927
1721181,,,190332
1721597,,,193979
1722013,,,181699
1722428,,,161545
1722845,,,141391
1723261,,,127781
1723677,,,121432
1724092,,,117407
1724509,,,115443
1724925,,,113392
1725341,,,116012
1725758,,,129125
1726174,,,155336
1726590,,,185053
1727006,,,210092
1727422,,,218232
1727838,,,207101
1728254,,,178422
1728669,,,145810
1729086,,,114371
1729502,,,90191
1729918,,,73277
1730333,,,61717
1730751,,,55292
1731167,,,52913
1731583,,,53723
1731999,,,58160
1732415,,,64448
1732831,,,70554
1733247,,,74359
1733663,,,77177
1734079,,,82025
1734495,,,89156
1734911,,,99332
1735327,,,114266
1735744,,,130337
1736160,,,147022
1736576,,,156323
1736992,,,159158
1737408,,,161691
1737824,,,158722
1738240,,,148361
1738656,,,133535
1739072,,,122517
1739488,,,115038
1739904,,,115350
1740320,,,117686
1740735,,,116239
1741152,,,113664
1741569,,,113632
1741985,,,122659
1742401,,,145038
1742817,,,172841
1743233,,,205592
1743649,,,227738
1744065,,,233237
1744481,,,217386
1744897,,,190400
1745313,,,166880
1745729,,,153280
1746146,,,145353
1746562,,,134753
1746977,,,123065
1747394,,,109402
1747810,,,100864
1748226,,,98668
1748642,,,100113
1749058,,,104936
1749474,,,103595
1749890,,,94220
1750306,,,81043
1750722,,,66465
1751138,,,56073
1751555,,,52181
1751971,,,55399
1752387,,,66557
1752803,,,87747
1753218,,,119016
1753635,,,149520
1754051,,,169567
1754467,,,167061
1754883,,,146992
1755299,,,120425
1755715,,,97448
1756131,,,82696
1756548,,,74167
1756964,,,68373
1757379,,,64802
1757796,,,64479
1758212,,,66756
1758628,,,73204
1759043,,,81924
1759459,,,95470
1759876,,,114243
1760292,,,140973
1760708,,,169658
1761124,,,185414
1761540,,,179813
1761957,,,154556
1762373,,,123009
1762789,,,97682
1763205,,,84878
1763620,,,83732
1764037,,,93538
1764453,,,109350
1764869,,,128646
1765284,,,155315
1765700,,,202545
1766117,,,290391
1766533,,,425914
1766950,,,567556
1767366,,,665120
1767782,,,660955
1768198,,,565665
1768614,,,425353
1769030,,,277335
1769446,,,171341
1769861,,,119479
1770278,,,103603
1770694,,,103601
1771110,,,104306
1771525,,,99256
1771943,,,88098
1772359,,,77203
1772775,,,66849
1773191,,,61019
1773607,,,61721
1774023,,,71251
1774439,,,92942
1774855,,,129337
1775271,,,177264
1775687,,,220533
1776103,,,239294
1776519,,,224674
1776935,,,191888
1777352,,,149897
1777768,,,115174
1778184,,,91568
1778600,,,78159
1779016,,,70288
1779432,,,66539
1779848,,,63354
1780264,,,62112
1780680,,,62354
1781096,,,63972
1781512,,,65647
1781928,,,67089
1782344,,,68495
1782761,,,69242
1783177,,,67045
1783593,,,64662
1784009,,,64363
1784425,,,64954
1784841,,,69299
1785257,,,76711
1785673,,,88122
1786089,,,100309
1786505,,,112719
1786921,,,117075
1787337,,,113110
1787754,,,105045
1788169,,,96348
1788586,,,89588
1789002,,,85282
1789418,,,81354
1789834,,,76449
1790250,,,73161
1790666,,,72560
1791082,,,76242
1791498,,,78605
1791914,,,79346
1792330,,,78411
1792747,,,74977
1793163,,,72915
1793579,,,73548
1793995,,,75353
1794410,,,74824
1794827,,,73206
1795243,,,70936
1795659,,,69659
1796075,,,70814
1796491,,,77095
1796907,,,88278
1797323,,,111696
1797739,,,153338
1798156,,,218659
1798572,,,293659
1798988,,,366409
1799404,,,412936
1799820,,,425291
1800235,,,399928
1800651,,,344299
1801068,,,275867
1801484,,,209720
1801900,,,153566
1802316,,,117626
1802732,,,98579
1803149,,,96108
1803565,,,109218
1803981,,,137622
1804397,,,181703
1804812,,,237163
1805229,,,308860
1805645,,,404780
1806061,,,558858
1806476,,,780935
1806893,,,1078868
1807309,,,1446797
1807725,,,1769474
1808142,,,2046542
1808558,,,2280636
1808974,,,2462576
1809390,,,2625387
1809806,,,2688067
1810222,,,2554285
1810638,,,1877943
1811054,,,750146
1811470,,,235918
1811886,,,130413
1812302,,,115907
1812717,,,114334
1813134,,,107713
1813551,,,98801
1813967,,,89840
1814383,,,84495
1814799,,,83910
1815215,,,86755
1815631,,,92272
1816047,,,95318
1816463,,,97049
1816879,,,98952
1817295,,,101321
1817711,,,104834
1818127,,,106115
1818543,,,106672
1818960,,,103502
1819376,,,100154
1819792,,,97650
1820208,,,94736
1820624,,,93822
1821040,,,94841
1821456,,,99138
1821872,,,103601
1822288,,,107311
1822704,,,106674
1823120,,,104066
1823536,,,102373
1823953,,,105121
1824369,,,116264
1824784,,,140403
1825201,,,179904
1825617,,,225464
1826033,,,259499
1826449,,,279454
1826865,,,266896
1827281,,,230567
1827697,,,183618
1828113,,,143156
1828529,,,113464
1828946,,,95678
1829361,,,88912
1829778,,,90881
1830194,,,103787
1830610,,,125485
1831068,,,159931
1831525,,,185448
1831985,,,185669
1832443,,,165249
1832900,,,129356
1833359,,,94025
1833818,,,71541
1834276,,,61184
1834734,,,58571
1835192,,,60692
1835651,,,67163
1836109,,,73852
1836567,,,80705
1837026,,,88719
1837484,,,96299
1837942,,,101159
1838400,,,99689
1838859,,,95824
1839317,,,89744
1839775,,,87175
1840233,,,90395
1840692,,,95770
1841150,,,98437
1841608,,,94956
1842066,,,84275
1842524,,,71207
1842983,,,62141
1843441,,,58047
1843899,,,58613
1844358,,,60605
1844816,,,62149
1845274,,,62750
1845733,,,66207
1846191,,,76935
1846649,,,93504
1847107,,,110386
1847565,,,120110
1848024,,,116311
1848482,,,106491
1848939,,,96938
1849399,,,98571
1849857,,,110797
1850315,,,131100
1850773,,,149215
1851232,,,153204
1851690,,,144998
1852148,,,129043
1852607,,,116693
1853065,,,109145
1853523,,,107589
1853981,,,108138
1854440,,,102817
1854898,,,93854
1855356,,,84578
1855814,,,80760
1856273,,,79828
1856731,,,81094
1857189,,,79220
1857647,,,74009
1858106,,,65813
1858564,,,57030
1859022,,,51029
1859480,,,49009
1859938,,,51477
1860397,,,58443
1860855,,,70946
1861313,,,87688
1861772,,,103343
1862230,,,108414
1862687,,,102392
1863147,,,90267
1863605,,,78721
1864062,,,69486
1864521,,,62834
1864980,,,59647
1865437,,,59903
1865896,,,64261
1866353,,,69030
1866813,,,74034
1867271,,,83343
1867728,,,98481
1868188,,,114668
1868646,,,119748
1869104,,,114461
1869562,,,100613
1870021,,,81705
1870479,,,65411
1870937,,,55793
1871395,,,51188
1871854,,,51017
1872312,,,55793
1872770,,,73666
1873228,,,108740
1873687,,,164260
1874145,,,228380
1874603,,,281217
1875061,,,285349
1875520,,,250188
1875978,,,195186
1876436,,,145865
1876895,,,111155
1877353,,,97728
1877811,,,113197
1878269,,,159444
1878727,,,230183
1879186,,,307335
1879644,,,345418
1880101,,,322218
1880561,,,255805
1881019,,,179250
1881476,,,138822
1881935,,,133805
1882394,,,149773
1882851,,,171054
1883310,,,184293
1883768,,,176089
1884227,,,151366
1884685,,,120012
1885143,,,101114
1885602,,,95128
1886060,,,97554
1886518,,,99628
1886976,,,99064
1887435,,,93008
1887893,,,88443
1888351,,,82856
1888809,,,78611
1889268,,,73062
1889726,,,69044
1890184,,,64765
1890642,,,62815
1891101,,,61676
1891559,,,62575
1892017,,,65553
1892476,,,70054
1892934,,,76921
1893392,,,84146
1893850,,,94000
1894309,,,104255
1894767,,,109607
1895225,,,109545
1895683,,,104274
1896141,,,96166
1896600,,,89913
1897058,,,83918
1897516,,,78651
1897975,,,72732
1898433,,,68587
1898890,,,67026
1899349,,,68866
1899808,,,71737
1900265,,,73022
1900724,,,71763
1901183,,,69186
1901641,,,66595
1902099,,,64267
1902556,,,61801
1903016,,,59880
1903474,,,57757
1903932,,,55965
1904390,,,56018
1904849,,,56828
1905307,,,58811
1905765,,,60813
1906223,,,62036
1906682,,,64348
1907140,,,68241
1907598,,,76023
1908056,,,87527
1908515,,,101555
1908973,,,113834
1909431,,,120718
1909889,,,122560
1910348,,,128986
1910806,,,152032
1911264,,,222988
1911723,,,378448
1912181,,,637406
1912639,,,966564
1913097,,,1287656
1913556,,,1561755
1914014,,,1845361
1914472,,,2028844
1914930,,,2090939
1915389,,,2098388
1915847,,,1744964
1916304,,,854094
1916763,,,255225
1917222,,,111328
1917679,,,92532
1918138,,,91533
1918597,,,93902
1919055,,,95846
1919513,,,99196
1919971,,,101580
1920430,,,105521
1920888,,,105861
1921346,,,103693
1921804,,,97653
1922263,,,92009
1922721,,,94441
1923178,,,111582
1923637,,,137830
1924096,,,167855
1924553,,,191452
1925012,,,199365
1925471,,,188284
1925928,,,170159
1926387,,,157205
1926845,,,157915
1927303,,,158758
1927762,,,151269
1928220,,,133194
1928678,,,110297
1929137,,,88632
1929595,,,76683
1930053,,,74357
1930511,,,78936
1930970,,,89480
1931428,,,99438
1931885,,,103940
1932344,,,103755
1932803,,,97048
1933260,,,87804
1933719,,,79004
1934178,,,74541
1934636,,,72340
1935094,,,70155
1935552,,,68140
1936011,,,65258
1936469,,,61700
1936927,,,57304
1937384,,,53098
1937844,,,49587
1938302,,,48914
1938760,,,49772
1939218,,,52578
1939677,,,56621
1940135,,,61289
1940592,,,65634
1941051,,,66336
1941510,,,63585
1941967,,,58869
1942426,,,55959
1942885,,,55107
1943342,,,57366
1943801,,,66101
1944259,,,87820
1944717,,,126859
1945176,,,182507
1945634,,,246697
1946091,,,292825
1946551,,,308127
1947009,,,280347
1947466,,,239547
1947925,,,188524
1948384,,,140965
1948841,,,105301
1949300,,,82050
1949759,,,69297
1950216,,,65921
1950674,,,74032
1951133,,,93841
1951592,,,128652
1952049,,,172023
1952508,,,214559
1952966,,,242352
1953425,,,238653
1953883,,,216796
1954341,,,179685
1954799,,,144127
1955258,,,115998
1955716,,,97894
1956174,,,88688
1956632,,,89175
1957091,,,99923
1957549,,,117862
1958007,,,140303
1958466,,,164354
1958924,,,175504
1959381,,,171468
1959840,,,152838
1960299,,,125836
1960756,,,101292
1961215,,,80014
1961673,,,63711
1962131,,,53740
1962590,,,49910
1963048,,,51882
1963505,,,59994
1963965,,,76019
1964423,,,100893
1964880,,,123981
1965339,,,134665
1965798,,,128074
1966255,,,109942
1966714,,,88810
1967173,,,72812
1967630,,,65932
1968088,,,66099
1968547,,,70880
1969005,,,79812
1969464,,,91194
1969922,,,103249
1970379,,,112219
1970839,,,116807
1971297,,,118590
1971755,,,117374
1972212,,,103987
1972672,,,88975
1973130,,,72821
1973588,,,60534
1974047,,,53620
1974505,,,51008
1974963,,,52804
1975421,,,64808
1975880,,,92562
1976338,,,138706
1976795,,,185302
1977254,,,214608
1977713,,,203408
1978170,,,164267
1978629,,,114286
1979087,,,79214
1979545,,,64678
1980004,,,64559
1980462,,,74662
1980919,,,88291
1981379,,,100999
1981837,,,110537
1982294,,,111783
1982754,,,105914
1983212,,,97745
1983669,,,95862
1984128,,,109667
1984587,,,149069
1985044,,,220892
1985502,,,303068
1985961,,,362106
1986420,,,357452
1986877,,,303238
1987336,,,217896
1987793,,,153808
1988253,,,117503
1988711,,,107120
1989168,,,105183
1989627,,,112038
1990086,,,118906
1990544,,,123874
1991002,,,129109
1991461,,,127159
1991919,,,123483
1992377,,,119839
1992835,,,112813
1993294,,,103581
1993752,,,96688
1994210,,,90486
1994668,,,86116
1995127,,,80865
1995584,,,77265
1996043,,,74139
1996501,,,70857
1996959,,,65745
1997418,,,62680
1997876,,,62094
1998334,,,62977
1998793,,,64879
1999251,,,67181
1999708,,,69059
2000168,,,69570
2000626,,,68450
2001083,,,67634
2001542,,,65814
2002001,,,62927
2002458,,,59809
2002917,,,56954
2003375,,,55462
2003833,,,55266
2004292,,,55890
2004750,,,56353
2005207,,,57660
2005667,,,60390
2006125,,,63416
2006583,,,65007
2007042,,,63441
2007500,,,60080
2007958,,,55168
2008416,,,50073
2008875,,,46397
2009333,,,45702
2009791,,,46785
2010249,,,49090
2010708,,,51322
2011166,,,56236
2011624,,,73563
2012082,,,123113
2012541,,,235676
2012998,,,435956
2013457,,,727560
2013915,,,1073316
2014373,,,1386651
2014832,,,1669847
2015290,,,1866401
2015748,,,2011491
2016207,,,2015058
2016665,,,1795318
2017122,,,1055444
2017582,,,354479
2018040,,,116396
2018497,,,67348
2018956,,,56868
2019415,,,54232
2019872,,,54204
2020331,,,56992
2020789,,,60238
2021248,,,63772
2021705,,,66987
2022164,,,68918
2022621,,,70659
2023081,,,76362
2023539,,,84329
2023996,,,91392
2024456,,,90865
2024914,,,82551
2025372,,,70105
2025830,,,58284
2026289,,,50977
2026747,,,49595
2027205,,,52053
2027663,,,60156
2028122,,,70506
2028580,,,81827
2029038,,,91139
2029496,,,94665
2029955,,,91135
2030413,,,82074
2030871,,,72696
2031330,,,62639
2031787,,,55108
2032246,,,52018
2032704,,,53524
2033162,,,57477
2033621,,,62294
2034079,,,65704
2034536,,,66794
2034996,,,65197
2035454,,,61090
2035911,,,57407
2036370,,,55882
2036829,,,55938
2037286,,,55931
2037745,,,56790
2038203,,,59773
2038661,,,62794
2039120,,,66011
2039578,,,69200
2040037,,,70128
2040495,,,67457
2040953,,,63764
2041411,,,59540
2041870,,,55251
2042328,,,51820
2042786,,,50616
2043244,,,52841
2043703,,,59536
2044161,,,69060
2044619,,,79010
2045077,,,87081
2045536,,,92875
2045994,,,96146
2046452,,,95933
2046910,,,94736
2047369,,,91870
2047827,,,89092
2048284,,,84385
2048744,,,78255
2049201,,,72044
2049659,,,71999
2050118,,,77757
2050576,,,88384
2051035,,,101407
2051493,,,110826
2051951,,,113234
2052410,,,111688
2052868,,,105471
2053326,,,97301
2053784,,,92860
2054243,,,87342
2054701,,,84352
2055159,,,86241
2055618,,,94201
2056076,,,104621
2056534,,,112604
2056992,,,114415
2057451,,,114603
2057908,,,110385
2058367,,,112504
2058824,,,118456
2059283,,,126650
2059742,,,129118
2060199,,,123530
2060658,,,111084
2061117,,,92579
2061574,,,75404
2062033,,,65584
2062491,,,63274
2062949,,,69485
2063408,,,79630
2063866,,,91869
2064324,,,100367
2064783,,,106638
2065241,,,115915
2065699,,,127434
2066158,,,138791
2066616,,,143650
2067074,,,139873
2067532,,,130424
2067991,,,118610
2068449,,,110333
2068907,,,104759
2069364,,,101096
2069824,,,100721
2070282,,,100408
2070739,,,97455
2071198,,,87104
2071657,,,73003
2072114,,,58773
2072573,,,50861
2073032,,,50286
2073489,,,58623
2073948,,,76698
2074406,,,107325
2074864,,,144973
2075323,,,180418
2075781,,,194747
2076239,,,188707
2076697,,,162711
2077156,,,130542
2077614,,,109637
2078071,,,95911
2078531,,,85699
2078989,,,78410
2079446,,,72458
2079906,,,70031
2080364,,,71110
2080821,,,75694
2081280,,,87760
2081739,,,108048
2082197,,,137925
2082655,,,170774
2083112,,,198986
2083572,,,212482
2084030,,,210097
2084488,,,196275
2084946,,,168809
2085404,,,134607
2085863,,,109118
2086321,,,107466
2086779,,,136781
2087238,,,184664
2087696,,,229281
2088154,,,242267
2088613,,,212795
2089071,,,168316
2089529,,,122821
2089987,,,97069
2090446,,,90141
2090904,,,96145
2091362,,,107244
2091820,,,121744
2092279,,,151445
2092737,,,214274
2093195,,,323902
2093652,,,477928
2094111,,,626561
2094570,,,684233
2095027,,,665107
2095485,,,546031
2095944,,,369057
2096402,,,221103
2096860,,,131381
2097318,,,85330
2097776,,,66062
2098234,,,59575
2098692,,,57943
2099150,,,57472
2099608,,,54360
2100065,,,52114
2100522,,,49686
2100981,,,47617
2101439,,,47410
2101897,,,49855
2102355,,,55064
2102813,,,63042
2103270,,,73153
2103729,,,80064
2104187,,,80656
2104645,,,76427
2105103,,,67151
2105561,,,57584
2106019,,,50236
2106477,,,46267
2106935,,,45358
2107393,,,46950
2107851,,,50734
2108309,,,63656
2108767,,,102757
2109225,,,196655
2109683,,,369112
2110140,,,640188
2110599,,,968834
2111057,,,1263215
2111513,,,1541413
2111972,,,1745264
2112430,,,1821437
2112888,,,1772797
2113346,,,1414205
2113804,,,735374
2114261,,,261481
2114720,,,105038
2115178,,,68856
2115636,,,62976
2116094,,,64901
2116552,,,70411
2117009,,,76087
2117468,,,79975
2117926,,,81101
2118384,,,78170
2118842,,,73775
2119299,,,69963
2119758,,,67555
2120216,,,65423
2120674,,,63325
2121132,,,63162
2121590,,,64713
2122048,,,70676
2122506,,,79061
2122963,,,86803
2123421,,,89409
2123879,,,82219
2124337,,,73094
2124795,,,66028
2125253,,,62711
2125711,,,63906
2126169,,,68154
2126627,,,75048
2127085,,,82963
2127542,,,89111
2128001,,,94532
2128459,,,96204
2128917,,,94154
2129375,,,88742
2129833,,,82588
2130290,,,75569
2130749,,,71307
2131207,,,69162
2131665,,,69272
2132123,,,67491
2132581,,,64813
2133038,,,61852
2133497,,,58614
2133955,,,56206
2134412,,,54719
2134870,,,54077
2135328,,,55559
2135785,,,57037
2136244,,,57140
2136702,,,55735
2137160,,,53883
2137618,,,53109
2138076,,,53017
2138533,,,54029
2138992,,,54295
2139450,,,53112
2139908,,,52414
2140366,,,52413
2140824,,,55521
2141282,,,62698
2141740,,,75418
2142198,,,89205
2142656,,,104725
2143114,,,113424
2143572,,,120195
2144030,,,121569
2144488,,,125361
2144946,,,129277
2145404,,,133771
2145861,,,132270
2146319,,,129653
2146777,,,119799
2147235,,,107940
2147692,,,96475
2148151,,,87648
2148609,,,81707
2149067,,,76883
2149525,,,73139
2149983,,,71355
2150441,,,73250
2150899,,,74476
2151357,,,74674
2151815,,,74167
2152273,,,72753
2152731,,,75610
2153189,,,77520
2153647,,,79010
2154105,,,77234
2154562,,,73593
2155021,,,67862
2155479,,,62702
2155937,,,59475
2156395,,,58426
2156853,,,59639
2157310,,,64313
2157768,,,72367
2158226,,,82863
2158683,,,90587
2159142,,,90669
2159600,,,82429
2160058,,,72528
2160516,,,65203
2160974,,,61178
2161432,,,59180
2161890,,,59434
2162348,,,59940
2162806,,,61647
2163264,,,63866
2163721,,,67207
2164180,,,73779
2164638,,,81982
2165096,,,88249
2165554,,,88767
2166012,,,84579
2166470,,,78234
2166928,,,72129
2167386,,,69994
2167844,,,74245
2168302,,,87484
2168759,,,113374
2169216,,,148032
2169675,,,177517
2170133,,,194464
2170591,,,181494
2171049,,,146241
2171507,,,112238
2171964,,,85352
2172423,,,70914
2172881,,,64510
2173339,,,62132
2173797,,,61612
2174255,,,61510
2174712,,,60291
2175171,,,58409
2175629,,,56855
2176087,,,58510
2176545,,,61435
2177003,,,71109
2177461,,,86041
2177919,,,105568
2178377,,,121769
2178835,,,128644
2179293,,,122704
2179751,,,111125
2180207,,,97114
2180666,,,81777
2181124,,,72071
2181582,,,66065
2182040,,,62370
2182498,,,59681
2182955,,,57889
2183414,,,63938
2183872,,,83317
2184330,,,122187
2184788,,,170235
2185246,,,205226
2185704,,,209347
2186162,,,190114
2186620,,,144115
2187078,,,105875
2187536,,,78173
2187993,,,62271
2188452,,,52185
2188910,,,45787
2189368,,,42466
2189826,,,41008
2190284,,,41379
2190741,,,42709
2191200,,,44633
2191657,,,45363
2192115,,,44280
2192573,,,42182
2193031,,,39836
2193489,,,37960
2193947,,,37127
2194405,,,36540
2194863,,,36703
2195321,,,36533
2195779,,,36575
2196237,,,36355
2196695,,,36592
2197153,,,37467
2197611,,,38793
2198069,,,41773
2198527,,,45662
2198984,,,50178
2199443,,,53946
2199901,,,55572
2200359,,,56224
2200817,,,57081
2201275,,,65502
2201732,,,98700
2202191,,,192311
2202649,,,363480
2203107,,,629755
2203564,,,933594
2204022,,,1248400
2204479,,,1486749
2204938,,,1675084
2205395,,,1716683
2205854,,,1521962
2206312,,,1017877
2206770,,,467680
2207228,,,183856
2207686,,,100396
2208144,,,85187
2208602,,,83702
2209060,,,83469
2209518,,,84094
2209976,,,83545
2210434,,,84659
2210892,,,84445
2211350,,,81714
2211808,,,75193
2212266,,,67109
2212724,,,59024
2213182,,,53715
2213640,,,50504
2214098,,,50361
2214555,,,50262
2215013,,,50631
2215471,,,52000
2215929,,,55234
2216386,,,61490
2216845,,,70709
2217303,,,82111
2217761,,,89981
2218219,,,95781
2218677,,,97539
2219134,,,95729
2219593,,,94083
2220051,,,92147
2220509,,,92149
2220967,,,92290
2221425,,,94792
2221883,,,96094
2222341,,,94669
2222799,,,88619
2223256,,,81147
2223715,,,74909
2224173,,,69080
2224631,,,66193
2225089,,,65580
2225547,,,65463
2226004,,,65704
2226462,,,66827
2226920,,,66734
2227377,,,64845
2227836,,,60523
2228294,,,54762
2228752,,,50207
2229210,,,47478
2229668,,,47149
2230126,,,49078
2230584,,,53007
2231042,,,57282
2231500,,,59151
2231958,,,59018
2232415,,,57582
2232874,,,57151
2233332,,,58644
2233790,,,61084
2234248,,,65586
2234706,,,70417
2235163,,,74197
2235622,,,79436
2236080,,,82542
2236538,,,85364
2236996,,,87108
2237454,,,87619
2237911,,,88032
2238369,,,91270
2238827,,,92176
2239285,,,90667
2239743,,,85859
2240201,,,80127
2240658,,,74769
2241117,,,69522
2241575,,,65011
2242033,,,62578
2242491,,,59853
2242949,,,56478
2243406,,,53491
2243865,,,55066
2244323,,,58639
2244781,,,62951
2245239,,,63642
2245697,,,61316
2246154,,,54983
2246613,,,49767
2247071,,,46366
2247529,,,45666
2247987,,,48200
2248445,,,53958
2248903,,,61329
2249360,,,67993
2249817,,,71207
2250276,,,70542
2250734,,,65735
2251192,,,61512
2251650,,,59747
2252108,,,59362
2252566,,,59563
2253024,,,60073
2253482,,,59324
2253940,,,58950
2254398,,,58742
2254856,,,60702
2255314,,,65722
2255772,,,69959
2256230,,,72546
2256688,,,71240
2257146,,,67661
2257604,,,63249
2258062,,,60225
2258520,,,62283
2258978,,,73438
2259435,,,94255
2259894,,,122461
2260351,,,144568
2260808,,,146491
2261267,,,129856
2261725,,,103784
2262183,,,81903
2262641,,,67535
2263099,,,61777
2263557,,,59582
2264015,,,57748
2264473,,,55654
2264931,,,52981
2265389,,,50730
2265846,,,48452
2266305,,,47547
2266763,,,47966
2267221,,,52313
2267678,,,61363
2268137,,,74995
2268595,,,86195
2269053,,,93084
2269511,,,91737
2269969,,,80738
2270426,,,68181
2270885,,,60913
2271343,,,61459
2271801,,,67284
2272258,,,75274
2272716,,,74881
2273174,,,70839
2273632,,,61432
2274090,,,51548
2274548,,,45513
2275006,,,44248
2275464,,,45561
2275922,,,48212
2276380,,,52843
2276837,,,62066
2277296,,,80031
2277754,,,106092
2278212,,,140555
2278670,,,163864
2279128,,,164386
2279586,,,142533
2280044,,,108656
2280502,,,80397
2280960,,,61101
2281418,,,49296
2281876,,,42841
2282334,,,40474
2282792,,,39756
2283250,,,39749
2283707,,,38951
2284165,,,37371
2284623,,,35631
2285080,,,34260
2285539,,,33300
2285997,,,33291
2286455,,,34097
2286913,,,35048
2287371,,,36208
2287828,,,36628
2288287,,,36791
2288745,,,35941
2289203,,,35453
2289661,,,36252
2290119,,,40663
2290577,,,54796
2291035,,,97284
2291493,,,193277
2291951,,,369102
2292409,,,624945
2292867,,,928539
2293325,,,1214014
2293783,,,1415771
2294241,,,1512210
2294698,,,1403072
2295156,,,1043248
2295614,,,582421
2296072,,,245854
2296530,,,115497
2296988,,,81196
2297446,,,72908
2297904,,,70217
2298362,,,68146
2298820,,,65746
2299278,,,62623
2299736,,,60979
2300194,,,58794
2300652,,,57277
2301109,,,57206
2301568,,,56686
2302026,,,57270
2302484,,,58126
2302942,,,57505
2303400,,,56643
2303857,,,54563
2304316,,,51898
2304774,,,48133
2305232,,,45418
2305690,,,44204
2306148,,,44483
2306605,,,46143
2307063,,,49010
2307521,,,52860
2307979,,,58330
2308437,,,62879
2308895,,,63808
2309353,,,62424
2309811,,,61632
2310269,,,61255
2310727,,,62771
2311185,,,64137
2311643,,,67129
2312100,,,71416
2312559,,,72642
2313017,,,71266
2313475,,,69580
2313933,,,68197
2314391,,,64466
2314848,,,60385
2315307,,,55318
2315765,,,49782
2316223,,,44331
2316681,,,40717
2317139,,,39373
2317596,,,39368
2318054,,,38811
2318511,,,38073
2318970,,,37700
2319428,,,37235
2319886,,,36914
2320344,,,37718
2320802,,,39651
2321259,,,42872
2321718,,,46779
2322176,,,52746
2322634,,,61420
2323092,,,69315
2323550,,,74522
2324008,,,75189
2324466,,,73091
2324924,,,68765
2325382,,,65056
2325840,,,61422
2326298,,,58489
2326756,,,56380
2327214,,,54193
2327672,,,51906
2328130,,,50400
2328588,,,49676
2329046,,,51725
2329502,,,55075
2329961,,,58375
2330419,,,57842
2330877,,,56148
2331335,,,53745
2331793,,,53736
2332250,,,54804
2332709,,,56077
2333167,,,55982
2333625,,,54047
2334083,,,50741
2334541,,,48023
2334999,,,45805
2335457,,,46588
2335915,,,49521
2336372,,,54041
2336831,,,58657
2337288,,,61290
2337747,,,60908
2338205,,,58658
2338663,,,55865
2339120,,,53697
2339579,,,52776
2340037,,,53684
2340495,,,56578
2340952,,,61151
2341410,,,67151
2341868,,,75293
2342326,,,83547
2342784,,,90299
2343242,,,92578
2343700,,,87880
2344158,,,77686
2344616,,,66924
2345074,,,59491
2345531,,,58820
2345990,,,66958
2346448,,,84358
2346906,,,105748
2347364,,,123328
2347822,,,125402
2348279,,,112332
2348738,,,89690
2349196,,,67524
2349654,,,53925
2350112,,,47888
2350570,,,46818
2351028,,,47728
2351486,,,48729
2351944,,,49804
2352401,,,49631
2352859,,,48419
2353317,,,46777
2353774,,,46914
2354233,,,50445
2354691,,,58301
2355149,,,69100
2355607,,,78067
2356065,,,82940
2356522,,,79663
2356981,,,70438
2357439,,,57865
2357897,,,49123
2358355,,,44820
2358813,,,43885
2359270,,,45457
2359729,,,48945
2360187,,,53234
2360645,,,59029
2361103,,,65343
2361561,,,68669
2362019,,,65098
2362477,,,57294
2362935,,,49712
2363393,,,44911
2363850,,,42587
2364308,,,41704
2364766,,,41809
2365224,,,42207
2365682,,,43668
2366140,,,47369
2366598,,,56846
2367056,,,75471
2367514,,,99681
2367972,,,124767
2368430,,,139464
2368888,,,136736
2369346,,,116679
2369804,,,92632
2370262,,,72511
2370720,,,59133
2371178,,,51365
2371636,,,47528
2372094,,,45876
2372551,,,45121
2373010,,,45114
2373468,,,44688
2373926,,,44333
2374384,,,44895
2374842,,,45649
2375299,,,47256
2375757,,,50859
2376215,,,58136
2376673,,,79349
2377131,,,137948
2377589,,,270724
2378047,,,474557
2378505,,,720913
2378962,,,1002986
2379421,,,1227605
2379879,,,1355459
2380337,,,1317503
2380794,,,1090851
2381253,,,694021
2381711,,,323774
2382169,,,153445
2382627,,,92172
2383085,,,71144
2383542,,,63246
2384001,,,60212
2384459,,,60539
2384917,,,60759
2385375,,,62932
2385833,,,63284
2386290,,,62251
2386748,,,60064
2387206,,,56907
2387664,,,53687
2388122,,,51135
2388580,,,49388
2389038,,,49035
2389496,,,48483
2389953,,,48678
2390412,,,48726
2390870,,,49848
2391328,,,50081
2391786,,,50515
2392244,,,49086
2392702,,,47841
2393160,,,46897
2393618,,,46996
2394076,,,48132
2394534,,,51367
2394992,,,55653
2395450,,,60787
2395908,,,62792
2396366,,,61519
2396824,,,58115
2397282,,,53493
2397740,,,49927
2398196,,,48101
2398655,,,48076
2399113,,,49349
2399571,,,51861
2400029,,,52974
2400487,,,52331
2400944,,,50191
2401403,,,47540
2401861,,,45407
2402319,,,43401
2402777,,,41843
2403235,,,40725
2403692,,,39563
2404151,,,38455
2404609,,,37901
2405067,,,38375
2405525,,,39407
2405983,,,42236
2406441,,,46874
2406899,,,53513
2407357,,,59447
2407814,,,64115
2408273,,,65025
2408731,,,65516
2409189,,,63465
2409646,,,62236
2410104,,,60590
2410562,,,58394
2411020,,,56384
2411478,,,54244
2411936,,,51957
2412394,,,50055
2412852,,,47562
2413310,,,45526
2413768,,,43896
2414225,,,43532
