Time [ms],,,Intensity
1074610,,,185785
1075026,,,203831
1075442,,,218969
1075858,,,213961
1076273,,,188323
1076689,,,151009
1077104,,,118991
1077520,,,101467
1077936,,,99860
1078351,,,100992
1078767,,,98403
1079182,,,89795
1079598,,,79774
1080014,,,74625
1080428,,,75120
1080844,,,79941
1081260,,,87499
1081676,,,97790
1082091,,,110243
1082507,,,120395
1082923,,,124391
1083338,,,119034
1083754,,,107197
1084170,,,93501
1084585,,,83217
1085001,,,80106
1085416,,,83651
1085832,,,89006
1086248,,,94533
1086663,,,94461
1087079,,,92480
1087494,,,89818
1087909,,,91042
1088326,,,99158
1088741,,,109294
1089157,,,117491
1089572,,,118777
1089988,,,111232
1090404,,,97641
1090819,,,83958
1091235,,,72161
1091650,,,64900
1092066,,,63321
1092482,,,64292
1092897,,,67435
1093313,,,69683
1093728,,,69404
1094144,,,65592
1094560,,,61078
1094975,,,56909
1095391,,,53614
1095805,,,51966
1096222,,,52476
1096638,,,55589
1097053,,,62492
1097468,,,72875
1097884,,,86659
1098300,,,97682
1098716,,,104426
1099131,,,103819
1099547,,,98703
1099962,,,93830
1100378,,,95616
1100794,,,105870
1101209,,,126208
1101625,,,145569
1102040,,,154900
1102456,,,148177
1102872,,,129907
1103286,,,106406
1103703,,,87942
1104118,,,77166
1104533,,,76248
1104949,,,84898
1105365,,,101819
1105781,,,125263
1106196,,,146587
1106612,,,161910
1107028,,,162960
1107443,,,151524
1107859,,,134048
1108274,,,126163
1108690,,,148038
1109106,,,221427
1109521,,,356634
1109937,,,520728
1110351,,,654685
1110768,,,695045
1111184,,,627909
1111599,,,463487
1112014,,,297114
1112430,,,182163
1112846,,,118150
1113262,,,94716
1113677,,,93203
1114093,,,96938
1114508,,,99025
1114924,,,94138
1115340,,,82844
1115755,,,72509
1116171,,,70307
1116586,,,79748
1117002,,,101566
1117418,,,128792
1117833,,,148378
1118249,,,150733
1118664,,,134346
1119080,,,106276
1119495,,,80180
1119911,,,66229
1120327,,,65918
1120742,,,76779
1121158,,,99384
1121574,,,134398
1121989,,,181462
1122405,,,232543
1122820,,,278225
1123236,,,300991
1123652,,,296366
1124067,,,252771
1124483,,,198099
1124898,,,158315
1125314,,,153637
1125730,,,187502
1126145,,,263151
1126561,,,370982
1126976,,,489823
1127391,,,570211
1127808,,,567972
1128223,,,487146
1128639,,,362175
1129054,,,253209
1129470,,,181725
1129886,,,142712
1130301,,,121009
1130717,,,106729
1131132,,,97179
1131548,,,95494
1131964,,,101289
1132379,,,116660
1132795,,,145286
1133209,,,195800
1133626,,,269217
1134042,,,348068
1134456,,,392494
1134872,,,383861
1135288,,,326807
1135704,,,245345
1136120,,,173284
1136535,,,124922
1136951,,,97623
1137366,,,84047
1137782,,,77121
1138198,,,74881
1138613,,,76422
1139029,,,84985
1139444,,,105929
1139860,,,147453
1140276,,,226692
1140690,,,353165
1141107,,,516864
1141522,,,681308
1141937,,,770771
1142353,,,748464
1142769,,,614713
1143185,,,436642
1143600,,,288449
1144016,,,206855
1144432,,,164098
1144847,,,138766
1145263,,,117450
1145678,,,100916
1146094,,,88774
1146510,,,80110
1146925,,,74609
1147341,,,72241
1147755,,,73185
1148172,,,76099
1148588,,,81538
1149003,,,88380
1149418,,,102241
1149834,,,135926
1150250,,,211900
1150666,,,333097
1151081,,,479417
1151497,,,581460
1151913,,,599578
1152328,,,530218
1152744,,,391418
1153159,,,253567
1153575,,,162635
1153990,,,125458
1154406,,,116876
1154822,,,117175
1155237,,,115888
1155653,,,110090
1156069,,,101661
1156484,,,92429
1156900,,,85730
1157314,,,81892
1157731,,,82247
1158147,,,91867
1158562,,,123083
1158977,,,188798
1159393,,,301599
1159809,,,460665
1160225,,,616062
1160640,,,755137
1161056,,,817293
1161471,,,777720
1161887,,,661528
1162303,,,540617
1162718,,,423596
1163134,,,318607
1163549,,,229051
1163965,,,167342
1164381,,,129343
1164795,,,113402
1165212,,,112155
1165627,,,119779
1166043,,,129052
1166458,,,133877
1166874,,,129654
1167290,,,119896
1167705,,,105847
1168121,,,94003
1168537,,,85347
1168952,,,83047
1169368,,,83066
1169783,,,82970
1170199,,,83806
1170615,,,87607
1171030,,,92892
1171446,,,98421
1171860,,,101981
1172276,,,101693
1172693,,,99909
1173108,,,99138
1173524,,,100011
1173939,,,98430
1174355,,,93548
1174771,,,87787
1175186,,,81977
1175602,,,79111
1176017,,,79313
1176433,,,83029
1176849,,,90674
1177264,,,102288
1177680,,,115234
1178095,,,125628
1178511,,,129144
1178927,,,122870
1179341,,,118554
1179757,,,118272
1180173,,,129144
1180589,,,151813
1181004,,,187473
1181420,,,235076
1181836,,,286603
1182251,,,323878
1182667,,,327254
1183083,,,291020
1183498,,,226584
1183914,,,162960
1184329,,,118001
1184745,,,94468
1185161,,,86755
1185576,,,90933
1185992,,,107681
1186407,,,137040
1186822,,,171203
1187239,,,199063
1187654,,,210863
1188070,,,200549
1188485,,,175564
1188900,,,148236
1189317,,,127425
1189732,,,112403
1190148,,,107863
1190563,,,116280
1190979,,,152344
1191395,,,236050
1191810,,,390188
1192226,,,621745
1192641,,,913101
1193057,,,1246676
1193473,,,1572061
1193888,,,1847112
1194304,,,2106708
1194718,,,2309700
1195135,,,2544418
1195551,,,2741137
1195966,,,2951672
1196381,,,3050042
1196797,,,3086985
1197213,,,2585144
1197629,,,1848287
1198044,,,1671854
1198460,,,1601770
1198875,,,1457620
1199291,,,1219315
1199707,,,911531
1200122,,,618368
1200538,,,357190
1200953,,,216423
1201369,,,135721
1201785,,,95478
1202201,,,77910
1202616,,,71376
1203032,,,70412
1203448,,,72929
1203864,,,80192
1204279,,,92526
1204695,,,108942
1205110,,,125509
1205525,,,139461
1205942,,,148911
1206358,,,154886
1206774,,,156119
1207188,,,148057
1207605,,,133568
1208021,,,118642
1208437,,,109764
1208851,,,106901
1209268,,,107062
1209684,,,108284
1210100,,,111180
1210514,,,113666
1210931,,,112425
1211347,,,107083
1211762,,,98059
1212178,,,88964
1212594,,,84252
1213010,,,85696
1213425,,,91129
1213841,,,100640
1214257,,,112935
1214673,,,128343
1215088,,,145092
1215504,,,166575
1215920,,,200956
1216335,,,272107
1216751,,,412335
1217167,,,651531
1217583,,,984765
1217998,,,1334239
1218414,,,1631462
1218830,,,1732368
1219246,,,1640698
1219661,,,1343024
1220077,,,943442
1220493,,,616121
1220908,,,453107
1221324,,,513989
1221740,,,790134
1222156,,,1239965
1222571,,,1756043
1222987,,,2215707
1223403,,,2472323
1223819,,,2442408
1224234,,,2014537
1224649,,,1406829
1225065,,,827081
1225481,,,493156
1225897,,,387544
1226312,,,418154
1226728,,,471681
1227144,,,473070
1227560,,,406045
1227976,,,308612
1228391,,,214341
1228807,,,152150
1229223,,,119036
1229639,,,105165
1230054,,,99681
1230470,,,95653
1230886,,,92500
1231302,,,90661
1231717,,,91614
1232133,,,93611
1232549,,,93158
1232965,,,88800
1233380,,,79414
1233796,,,70354
1234212,,,66167
1234627,,,68017
1235043,,,74698
1235459,,,82136
1235875,,,89150
1236290,,,94669
1236706,,,98975
1237122,,,105928
1237538,,,113848
1237953,,,120394
1238369,,,127932
1238785,,,138469
1239201,,,148236
1239616,,,154907
1240032,,,154263
1240448,,,147372
1240862,,,141104
1241279,,,140374
1241695,,,144783
1242111,,,150321
1242525,,,152651
1242942,,,162076
1243358,,,193752
1243774,,,267933
1244188,,,384446
1244605,,,528454
1245021,,,648221
1245436,,,703121
1245851,,,650416
1246268,,,528011
1246684,,,377698
1247099,,,246601
1247514,,,169557
1247931,,,139734
1248347,,,151832
1248762,,,191018
1249178,,,248845
1249594,,,302868
1250009,,,329107
1250425,,,310630
1250841,,,259072
1251257,,,194017
1251672,,,138607
1252088,,,102436
1252504,,,85493
1252920,,,82074
1253335,,,85882
1253751,,,90844
1254167,,,95033
1254582,,,96498
1254998,,,104507
1255414,,,130317
1255830,,,196818
1256245,,,323003
1256661,,,496724
1257077,,,674635
1257493,,,758336
1257908,,,723049
1258324,,,595359
1258740,,,453087
1259155,,,358244
1259571,,,327556
1259987,,,313721
1260403,,,289883
1260818,,,265650
1261234,,,253052
1261650,,,255056
1262066,,,243910
1262481,,,215505
1262897,,,172275
1263313,,,131076
1263727,,,111108
1264144,,,119589
1264560,,,163196
1264976,,,253141
1265390,,,383029
1265807,,,516180
1266223,,,607989
1266639,,,605344
1267053,,,522757
1267470,,,402449
1267886,,,303483
1268301,,,244969
1268716,,,216036
1269133,,,196814
1269549,,,177889
1269964,,,156826
1270379,,,138390
1270796,,,125015
1271212,,,121668
1271627,,,132111
1272043,,,161829
1272459,,,215726
1272875,,,283612
1273290,,,333288
1273706,,,341405
1274122,,,302643
1274537,,,239405
1274953,,,175469
1275369,,,138753
1275785,,,133750
1276200,,,156439
1276616,,,205207
1277032,,,286412
1277448,,,411751
1277863,,,570023
1278279,,,752996
1278695,,,905805
1279110,,,999781
1279526,,,1053789
1279942,,,1035115
1280358,,,1031378
1280773,,,994060
1281188,,,884043
1281605,,,666713
1282021,,,431115
1282436,,,265651
1282851,,,189943
1283268,,,168050
1283683,,,164681
1284099,,,160585
1284514,,,158747
1284930,,,155735
1285346,,,158886
1285762,,,161765
1286178,,,163494
1286593,,,162871
1287009,,,155583
1287425,,,146272
1287841,,,144914
1288256,,,162073
1288672,,,209896
1289088,,,291965
1289504,,,393059
1289919,,,479940
1290335,,,505721
1290751,,,446376
1291167,,,334107
1291582,,,223463
1291998,,,147677
1292414,,,105908
1292829,,,83330
1293245,,,73308
1293661,,,69405
1294077,,,67778
1294492,,,67248
1294908,,,67111
1295324,,,66638
1295740,,,66041
1296155,,,65928
1296571,,,67873
1296987,,,72401
1297402,,,76842
1297818,,,83255
1298234,,,87876
1298650,,,94611
1299065,,,101162
1299481,,,108700
1299897,,,111099
1300313,,,107122
1300727,,,98318
1301144,,,87913
1301560,,,81710
1301975,,,81759
1302390,,,89257
1302807,,,104597
1303223,,,121209
1303638,,,128652
1304053,,,123075
1304470,,,112642
1304886,,,99439
1305301,,,96409
1305716,,,105724
1306133,,,127109
1306549,,,161177
1306964,,,217717
1307379,,,305306
1307796,,,422811
1308211,,,538571
1308627,,,598992
1309043,,,566480
1309459,,,461974
1309874,,,331948
1310290,,,229564
1310706,,,160259
1311122,,,126947
1311537,,,113479
1311953,,,113636
1312369,,,119772
1312784,,,125886
1313200,,,127236
1313616,,,123544
1314032,,,116567
1314447,,,110680
1314863,,,106924
1315279,,,101214
1315695,,,92911
1316110,,,85488
1316526,,,79946
1316942,,,78422
1317357,,,81808
1317773,,,89664
1318189,,,101352
1318605,,,123520
1319020,,,159000
1319436,,,204615
1319852,,,251106
1320268,,,275522
1320683,,,270304
1321099,,,247007
1321514,,,210707
1321929,,,185588
1322346,,,177161
1322762,,,183595
1323178,,,196226
1323592,,,202594
1324009,,,200645
1324425,,,187700
1324841,,,168571
1325255,,,149342
1325672,,,134494
1326088,,,129593
1326503,,,141305
1326918,,,176393
1327335,,,252510
1327751,,,390459
1328166,,,591104
1328581,,,883182
1328998,,,1228250
1329414,,,1568481
1329829,,,1886743
1330245,,,2165992
1330661,,,2381626
1331076,,,2551948
1331492,,,2699859
1331908,,,2840340
1332324,,,2924140
1332739,,,2943564
1333155,,,2550774
1333571,,,1227988
1333987,,,544632
1334402,,,382826
1334818,,,289244
1335234,,,211509
1335650,,,158436
1336065,,,135700
1336481,,,134701
1336897,,,147510
1337312,,,165165
1337728,,,178275
1338144,,,178303
1338560,,,168798
1338975,,,159248
1339391,,,157886
1339807,,,169804
1340223,,,195299
1340638,,,221298
1341053,,,237545
1341469,,,233757
1341885,,,211679
1342301,,,183224
1342716,,,158700
1343132,,,143138
1343548,,,130729
1343964,,,119827
1344379,,,110027
1344795,,,104406
1345211,,,102551
1345627,,,108887
1346043,,,122455
1346458,,,146719
1346874,,,181163
1347290,,,224277
1347706,,,264655
1348121,,,295975
1348537,,,309174
1348953,,,303374
1349369,,,272050
1349784,,,219258
1350200,,,164560
1350616,,,118750
1351031,,,89269
1351447,,,71846
1351863,,,63443
1352279,,,60194
1352694,,,59812
1353110,,,60776
1353526,,,63019
1353942,,,64787
1354357,,,67711
1354773,,,75354
1355189,,,90149
1355604,,,119059
1356020,,,157167
1356436,,,162517
1356852,,,183721
1357268,,,194610
1357683,,,181596
1358099,,,159047
1358515,,,135745
1358931,,,120781
1359346,,,115648
1359762,,,121658
1360178,,,143210
1360594,,,193854
1361010,,,288347
1361425,,,424672
1361841,,,575584
1362257,,,687566
1362673,,,707723
1363089,,,635724
1363504,,,483039
1363920,,,327498
1364336,,,210554
1364752,,,141878
1365168,,,111850
1365582,,,108142
1365998,,,125011
1366415,,,170636
1366831,,,256544
1367247,,,399717
1367661,,,591604
1368078,,,771828
1368494,,,903933
1368910,,,902561
1369324,,,781920
1369741,,,577141
1370157,,,373472
1370572,,,223286
1370989,,,144386
1371404,,,106671
1371820,,,87897
1372235,,,77391
1372652,,,72063
1373068,,,72063
1373483,,,75491
1373899,,,82189
1374314,,,90429
1374731,,,99719
1375147,,,108818
1375562,,,115787
1375977,,,118339
1376394,,,118716
1376810,,,119329
1377226,,,119374
1377640,,,117141
1378057,,,110168
1378473,,,97375
1378889,,,84126
1379304,,,72105
1379720,,,65489
1380136,,,64466
1380552,,,66419
1380967,,,70188
1381383,,,74991
1381799,,,79943
1382215,,,84431
1382630,,,87488
1383046,,,89300
1383462,,,87451
1383878,,,83501
1384293,,,81471
1384709,,,84677
1385126,,,94673
1385541,,,109796
1385956,,,124784
1386373,,,135206
1386789,,,143575
1387205,,,162220
1387620,,,208166
1388036,,,299324
1388452,,,438815
1388868,,,607720
1389283,,,759444
1389699,,,846479
1390115,,,821153
1390531,,,698682
1390947,,,562598
1391362,,,461392
1391778,,,459817
1392194,,,545876
1392610,,,672009
1393025,,,755248
1393441,,,742348
1393857,,,644391
1394273,,,523094
1394688,,,470428
1395105,,,523997
1395520,,,630651
1395936,,,725917
1396351,,,757767
1396768,,,714343
1397184,,,629528
1397599,,,527348
1398014,,,422209
1398431,,,314963
1398847,,,242039
1399263,,,210228
1399678,,,216028
1400094,,,241793
1400510,,,261051
1400926,,,266077
1401341,,,245418
1401757,,,217787
1402173,,,191138
1402589,,,174372
1403004,,,173334
1403420,,,189013
1403836,,,218123
1404252,,,249261
1404668,,,267092
1405084,,,262070
1405499,,,220846
1405915,,,165924
1406331,,,119573
1406747,,,98669
1407163,,,106466
1407578,,,143000
1407994,,,204980
1408410,,,279976
1408826,,,341996
1409242,,,392073
1409657,,,425142
1410073,,,474854
1410489,,,568540
1410905,,,707555
1411321,,,839103
1411736,,,914915
1412152,,,870059
1412568,,,746034
1412984,,,621680
1413399,,,557706
1413815,,,545043
1414231,,,542237
1414647,,,509111
1415063,,,443176
1415478,,,354258
1415894,,,262427
1416310,,,185097
1416726,,,133140
1417142,,,101605
1417557,,,82370
1417973,,,71262
1418389,,,65687
1418805,,,69245
1419221,,,88652
1419636,,,134594
1420052,,,208927
1420468,,,298773
1420884,,,367958
1421300,,,374849
1421715,,,321640
1422131,,,238389
1422547,,,163470
1422963,,,121382
1423379,,,103011
1423794,,,93109
1424210,,,82183
1424626,,,70172
1425042,,,61647
1425457,,,58045
1425873,,,61445
1426289,,,68269
1426705,,,74781
1427121,,,76521
1427536,,,73174
1427952,,,67929
1428368,,,63593
1428784,,,63580
1429200,,,66639
1429615,,,69584
1430031,,,70501
1430447,,,69943
1430863,,,70754
1431279,,,76698
1431694,,,90242
1432110,,,111757
1432526,,,135630
1432942,,,159614
1433358,,,177955
1433773,,,188210
1434189,,,186753
1434605,,,176914
1435021,,,158871
1435436,,,140139
1435852,,,124914
1436268,,,111070
1436684,,,98547
1437100,,,83976
1437515,,,71946
1437931,,,63909
1438347,,,60738
1438763,,,62306
1439179,,,72094
1439594,,,98232
1440010,,,152966
1440426,,,241397
1440842,,,352379
1441258,,,451649
1441673,,,499091
1442089,,,467708
1442505,,,386051
1442921,,,283945
1443337,,,200737
1443752,,,153728
1444168,,,145137
1444584,,,171573
1445000,,,223439
1445416,,,285986
1445831,,,326930
1446247,,,332436
1446663,,,301780
1447079,,,251727
1447494,,,200521
1447909,,,160443
1448326,,,132351
1448742,,,112728
1449158,,,98698
1449572,,,89539
1449989,,,83666
1450405,,,81812
1450821,,,80745
1451237,,,78239
1451651,,,76102
1452068,,,78058
1452484,,,84725
1452900,,,97649
1453316,,,111514
1453731,,,125477
1454147,,,134707
1454563,,,141805
1454979,,,149596
1455395,,,167518
1455810,,,208044
1456226,,,295378
1456641,,,450776
1457058,,,685375
1457474,,,1012310
1457889,,,1397141
1458304,,,1740626
1458721,,,2038994
1459137,,,2285711
1459552,,,2472412
1459967,,,2630763
1460384,,,2737618
1460800,,,2813853
1461216,,,2819926
1461630,,,2583947
1462047,,,1453885
1462463,,,413753
1462879,,,170704
1463295,,,143432
1463710,,,134173
1464126,,,122969
1464542,,,110417
1464957,,,99473
1465373,,,95339
1465789,,,99079
1466205,,,110071
1466620,,,123104
1467036,,,135734
1467453,,,145391
1467868,,,151303
1468283,,,152975
1468699,,,151490
1469116,,,143076
1469531,,,133936
1469947,,,125678
1470362,,,121737
1470779,,,118106
1471195,,,116144
1471610,,,113457
1472025,,,110582
1472442,,,108335
1472858,,,104503
1473274,,,102959
1473688,,,102985
1474105,,,102922
1474521,,,100815
1474937,,,96642
1475352,,,91481
1475768,,,89753
1476184,,,89505
1476600,,,91527
1477015,,,96125
1477432,,,105919
1477847,,,119778
1478263,,,135006
1478678,,,145368
1479095,,,145063
1479510,,,135915
1479926,,,117250
1480341,,,101667
1480758,,,88824
1481174,,,85878
1481589,,,92419
1482004,,,108134
1482421,,,130070
1482837,,,152772
1483253,,,172777
1483668,,,184104
1484084,,,193115
1484500,,,193059
1484916,,,184934
1485331,,,171828
1485747,,,148621
1486163,,,123921
1486579,,,97117
1486995,,,76252
1487411,,,65193
1487826,,,65053
1488242,,,74448
1488658,,,94633
1489074,,,123691
1489490,,,153972
1489905,,,178989
1490321,,,187443
1490737,,,182581
1491153,,,168637
1491568,,,157678
1491984,,,153582
1492400,,,152691
1492816,,,156351
1493232,,,159351
1493647,,,162744
1494063,,,161078
1494479,,,153218
1494895,,,140145
1495311,,,122089
1495726,,,104833
1496142,,,88427
1496558,,,75653
1496974,,,70296
1497389,,,76293
1497805,,,92475
1498221,,,116414
1498637,,,140073
1499053,,,156338
1499469,,,163388
1499884,,,159632
1500300,,,144784
1500716,,,126962
1501132,,,110686
1501548,,,101669
1501963,,,100627
1502379,,,105901
1502795,,,111608
1503211,,,111320
1503626,,,104326
1504042,,,94580
1504458,,,84886
1504874,,,79203
1505290,,,77910
1505705,,,80456
1506121,,,86369
1506537,,,93190
1506953,,,97179
1507369,,,98627
1507784,,,97522
1508200,,,95719
1508616,,,93194
1509032,,,92816
1509448,,,93737
1509863,,,96793
1510279,,,100513
1510695,,,104058
1511111,,,110419
1511527,,,122951
1511942,,,140749
1512358,,,162869
1512774,,,191009
1513190,,,219057
1513605,,,243506
1514021,,,260844
1514437,,,257678
1514853,,,237701
1515269,,,205639
1515684,,,168628
1516100,,,149960
1516516,,,160001
1516932,,,208445
1517348,,,301533
1517763,,,421912
1518179,,,538410
1518595,,,637211
1519011,,,690615
1519427,,,699394
1519842,,,643148
1520258,,,550934
1520674,,,438666
1521090,,,343262
1521506,,,288857
1521921,,,274858
1522337,,,270497
1522753,,,252452
1523169,,,209126
1523585,,,159245
1524000,,,127746
1524416,,,129563
1524832,,,177140
1525248,,,269876
1525663,,,402251
1526079,,,537615
1526495,,,607863
1526911,,,583354
1527327,,,476701
1527742,,,344873
1528158,,,234939
1528574,,,182331
1528990,,,176724
1529406,,,194598
1529821,,,202533
1530237,,,185460
1530653,,,155773
1531069,,,127480
1531485,,,109985
1531900,,,102616
1532316,,,100715
1532732,,,95114
1533148,,,86400
1533564,,,81385
1533978,,,84471
1534395,,,108137
1534811,,,158924
1535227,,,244436
1535641,,,344836
1536058,,,424483
1536474,,,446600
1536890,,,387893
1537306,,,274361
1537721,,,183363
1538137,,,129011
1538553,,,106661
1538969,,,99884
1539385,,,96263
1539800,,,91107
1540216,,,82680
1540632,,,75259
1541048,,,69270
1541464,,,68161
1541879,,,71853
1542294,,,81877
1542710,,,97508
1543127,,,125985
1543543,,,177329
1543957,,,266033
1544373,,,385535
1544790,,,502759
1545206,,,573432
1545622,,,558186
1546037,,,459150
1546453,,,319515
1546869,,,192316
1547284,,,115750
1547700,,,80597
1548116,,,69080
1548532,,,68392
1548947,,,69340
1549364,,,69421
1549779,,,67374
1550195,,,62541
1550610,,,58078
1551026,,,54555
1551443,,,53475
1551858,,,54295
1552274,,,58657
1552689,,,69406
1553106,,,95497
1553522,,,147989
1553937,,,238394
1554352,,,359140
1554769,,,475582
1555185,,,528837
1555601,,,508618
1556015,,,424582
1556432,,,302000
1556848,,,203003
1557264,,,134396
1557678,,,103624
1558095,,,95620
1558511,,,98438
1558927,,,100288
1559342,,,95728
1559758,,,86590
1560174,,,76528
1560590,,,68901
1561005,,,64474
1561422,,,64838
1561837,,,69072
1562253,,,81397
1562668,,,105136
1563085,,,141241
1563501,,,189052
1563916,,,235400
1564331,,,269542
1564748,,,282740
1565164,,,265014
1565580,,,229251
1565995,,,189452
1566411,,,154742
1566827,,,131616
1567243,,,121152
1567658,,,120177
1568074,,,130419
1568490,,,154893
1568906,,,193468
1569322,,,231381
1569737,,,257068
1570153,,,253240
1570569,,,222598
1570985,,,176490
1571400,,,131964
1571816,,,99288
1572232,,,81218
1572648,,,75772
1573063,,,80587
1573480,,,93171
1573895,,,112132
1574311,,,130238
1574727,,,146218
1575143,,,155646
1575559,,,160205
1575974,,,160102
1576390,,,158286
1576806,,,156852
1577222,,,157263
1577638,,,168336
1578053,,,197777
1578469,,,271399
1578885,,,417724
1579301,,,651564
1579716,,,958745
1580132,,,1298796
1580548,,,1658525
1580964,,,2003344
1581379,,,2254247
1581795,,,2443700
1582211,,,2601216
1582627,,,2710213
1583043,,,2805115
1583459,,,2783459
1583874,,,2319642
1584290,,,1087285
1584706,,,420882
1585122,,,301333
1585538,,,292205
1585955,,,293652
1586370,,,315337
1586786,,,400054
1587203,,,547767
1587619,,,716031
1588035,,,859250
1588451,,,960394
1588867,,,993398
1589283,,,916342
1589699,,,745154
1590115,,,507604
1590531,,,301928
1590947,,,177859
1591364,,,120659
1591780,,,96004
1592196,,,84613
1592611,,,83282
1593027,,,91285
1593444,,,106878
1593860,,,124692
1594276,,,142749
1594692,,,154192
1595108,,,158329
1595524,,,154887
1595940,,,147658
1596357,,,140701
1596773,,,136988
1597188,,,137964
1597605,,,142553
1598021,,,148869
1598437,,,150288
1598852,,,144711
1599269,,,136277
1599685,,,128290
1600101,,,123086
1600517,,,117701
1600933,,,115123
1601350,,,110217
1601766,,,104573
1602182,,,98126
1602598,,,93611
1603014,,,91138
1603430,,,88750
1603846,,,86463
1604262,,,83033
1604678,,,80250
1605093,,,79576
1605510,,,80230
1605926,,,80895
1606342,,,81457
1606759,,,83309
1607175,,,84567
1607591,,,86581
1608007,,,87202
1608423,,,86805
1608839,,,85279
1609254,,,84252
1609671,,,85614
1610087,,,88796
1610503,,,89337
1610918,,,88553
1611334,,,84785
1611752,,,81266
1612168,,,78496
1612584,,,78169
1613000,,,82159
1613416,,,88187
1613832,,,93642
1614248,,,97226
1614664,,,93632
1615080,,,85505
1615495,,,75152
1615912,,,68323
1616328,,,63814
1616744,,,62663
1617161,,,62235
1617577,,,63435
1617993,,,69645
1618409,,,86027
1618825,,,116111
1619241,,,160096
1619657,,,214651
1620073,,,260126
1620489,,,278084
1620905,,,266617
1621321,,,229953
1621736,,,187476
1622154,,,153893
1622570,,,128129
1622986,,,104134
1623402,,,83400
1623818,,,67625
1624234,,,58505
1624650,,,55985
1625066,,,57980
1625482,,,63215
1625898,,,66569
1626314,,,69283
1626730,,,69121
1627147,,,68340
1627562,,,67696
1627978,,,69485
1628395,,,74116
1628811,,,80648
1629227,,,90197
1629643,,,104139
1630059,,,123185
1630475,,,149659
1630891,,,180133
1631307,,,206224
1631723,,,216904
1632139,,,217558
1632556,,,217312
1632972,,,216350
1633388,,,213195
1633803,,,197837
1634219,,,170356
1634636,,,138684
1635052,,,119616
1635468,,,111692
1635884,,,113113
1636300,,,114778
1636716,,,108744
1637132,,,96141
1637549,,,83556
1637965,,,81243
1638380,,,88928
1638797,,,104708
1639213,,,123160
1639629,,,145224
1640044,,,170117
1640461,,,204146
1640877,,,232684
1641293,,,245571
1641709,,,232666
1642125,,,210693
1642541,,,187545
1642958,,,162452
1643374,,,137030
1643790,,,110969
1644206,,,90227
1644622,,,77672
1645038,,,72297
1645454,,,70626
1645870,,,69104
1646285,,,71131
1646702,,,81625
1647118,,,107681
1647534,,,143456
1647951,,,183832
1648367,,,228368
1648783,,,273033
1649199,,,329462
1649615,,,401585
1650031,,,482330
1650447,,,504546
1650863,,,455113
1651279,,,349267
1651695,,,233428
1652110,,,154217
1652526,,,128076
1652943,,,153298
1653360,,,225817
1653776,,,323731
1654192,,,407078
1654608,,,432199
1655024,,,396113
1655440,,,310334
1655856,,,211148
1656272,,,139376
1656687,,,101617
1657104,,,88613
1657520,,,85067
1657936,,,81146
1658353,,,76458
1658769,,,72714
1659185,,,68863
1659601,,,66292
1660017,,,64964
1660433,,,65505
1660849,,,68219
1661265,,,74860
1661681,,,88928
1662097,,,117087
1662513,,,161033
1662929,,,212355
1663346,,,252541
1663762,,,255591
1664178,,,226254
1664594,,,175885
1665010,,,125663
1665426,,,95201
1665842,,,79679
1666258,,,73051
1666674,,,68387
1667090,,,64432
1667506,,,62621
1667922,,,64887
1668338,,,78709
1668754,,,105940
1669170,,,150672
1669587,,,212429
1670003,,,285416
1670418,,,339021
1670835,,,360380
1671251,,,332047
1671667,,,276683
1672083,,,211284
1672499,,,152964
1672915,,,112545
1673331,,,90356
1673748,,,77357
1674164,,,68677
1674580,,,63863
1674995,,,62939
1675412,,,65560
1675828,,,71873
1676244,,,79212
1676659,,,86613
1677076,,,91356
1677492,,,92640
1677908,,,90221
1678324,,,85130
1678740,,,78627
1679157,,,74692
1679572,,,72994
1679989,,,72705
1680405,,,73061
1680821,,,73716
1681236,,,74493
1681653,,,74324
1682069,,,74072
1682485,,,73185
1682900,,,72844
1683317,,,71545
1683733,,,72042
1684150,,,71895
1684566,,,72105
1684982,,,73375
1685398,,,74133
1685814,,,76920
1686230,,,81784
1686646,,,84994
1687062,,,84515
1687477,,,81699
1687894,,,79002
1688310,,,78510
1688726,,,80481
1689141,,,84402
1689559,,,88260
1689975,,,87364
1690391,,,85835
1690807,,,84490
1691223,,,84220
1691639,,,83783
1692055,,,83825
1692471,,,85031
1692887,,,89113
1693303,,,97761
1693718,,,111019
1694135,,,135790
1694552,,,186411
1694968,,,293859
1695384,,,494090
1695800,,,793735
1696216,,,1157541
1696632,,,1519419
1697048,,,1798252
1697464,,,2134731
1697879,,,2392753
1698296,,,2564149
1698712,,,2670145
1699128,,,2721076
1699545,,,2615772
1699961,,,1880381
1700377,,,699845
1700793,,,201326
1701209,,,101577
1701625,,,88776
1702041,,,91528
1702457,,,96300
1702873,,,100997
1703289,,,102027
1703705,,,100740
1704121,,,97800
1704537,,,96357
1704954,,,101075
1705370,,,115341
1705786,,,153041
1706202,,,213441
1706618,,,287327
1707034,,,360196
1707450,,,414042
1707866,,,439127
1708282,,,432351
1708698,,,399869
1709114,,,338010
1709530,,,267845
1709947,,,203310
1710362,,,163085
1710779,,,148442
1711195,,,154298
1711610,,,170728
1712027,,,190472
1712443,,,198008
1712859,,,192300
1713275,,,172519
1713691,,,143519
1714107,,,114663
1714523,,,93332
1714939,,,79510
1715356,,,71748
1715772,,,69633
1716187,,,72710
1716604,,,84725
