Time [ms],Intensity
2132576,52663
2133034,50018
2133492,47257
2133950,44244
2134408,43431
2134866,43248
2135323,43746
2135782,44452
2136240,43767
2136698,42762
2137156,41816
2137614,41465
2138071,42386
2138530,43227
2138988,43253
2139446,42461
2139904,41595
2140362,40629
2140819,41140
2141278,43822
2141736,48752
2142194,56749
2142652,67074
2143110,78894
2143568,90956
2144026,103036
2144482,113150
2144941,123782
2145399,131096
2145857,133704
2146315,130570
2146773,120014
2147231,109153
2147689,96694
2148147,86430
2148605,78295
2149063,72411
2149521,67295
2149979,64858
2150437,63521
2150895,64548
2151353,64051
2151811,61665
2152269,60169
2152727,61450
2153185,63126
2153643,66518
2154100,67534
2154559,64320
2155017,58452
2155475,53478
2155932,50011
2156390,48571
2156848,50190
2157306,55196
2157764,64638
2158221,75171
2158680,82966
2159138,85112
2159596,78158
2160054,68691
2160511,60520
2160970,54821
2161428,52950
2161886,51092
2162343,50195
2162802,51123
2163259,52167
2163718,55617
2164176,60045
2164634,67063
2165092,73604
2165550,76308
2166008,73909
2166466,67889
2166923,64083
2167381,62331
2167839,66528
2168297,79054
2168755,107109
2169213,141552
2169671,170713
2170129,184478
2170587,173050
2171045,141315
2171502,106222
2171961,80617
2172419,64728
2172877,57866
2173335,55637
2173793,55073
2174250,54412
2174709,52877
2175167,52131
2175625,51894
2176083,52171
2176541,56386
2176999,64672
2177457,78835
2177915,95384
2178373,110095
2178830,119791
2179288,117969
2179745,107707
2180204,91804
2180662,75291
2181120,63048
2181578,53751
2182036,48522
2182493,45282
2182952,45304
2183410,51286
2183868,68808
2184326,100589
2184784,142087
2185241,172145
2185700,183395
2186158,165313
2186616,129130
2187074,96972
2187532,72334
2187990,56881
2188448,48039
2188906,41450
2189364,38196
2189822,37026
2190279,37133
2190737,38493
2191195,39332
2191653,39806
2192111,38753
2192569,36498
2193027,34144
2193485,32698
2193943,32475
2194401,32943
2194859,33055
2195317,33469
2195774,33668
2196233,33640
2196691,33715
2197149,34372
2197607,34937
2198065,36376
2198522,37575
2198981,39088
2199439,40618
2199897,41648
2200355,42595
2200813,44766
2201270,55006
2201728,89582
2202186,175738
2202644,344659
2203102,601031
2203560,919879
2204018,1237992
2204476,1491473
2204933,1701045
2205392,1839103
2205850,1813133
2206308,1460180
2206765,788091
2207224,294528
2207682,117322
2208140,75423
2208598,66268
2209056,64195
2209514,62908
2209972,62764
2210430,63496
2210888,65031
2211346,65021
2211804,63357
2212262,59589
2212720,54545
2213176,50913
2213635,49149
2214093,49147
2214551,49078
2215009,49620
2215467,50489
2215924,52350
2216383,57025
2216841,65697
2217299,76250
2217757,87928
2218215,97239
2218673,102379
2219131,100616
2219589,101735
2220047,101145
2220505,99218
2220963,99840
2221421,101131
2221879,102100
2222337,98478
2222795,91266
2223253,81741
2223711,71619
2224169,63073
2224626,57349
2225084,54521
2225542,53396
2226000,53867
2226458,56942
2226915,58588
2227374,57874
2227832,54457
2228290,49466
2228748,43997
2229206,40271
2229663,38424
2230122,38210
2230580,39939
2231038,42783
2231496,45269
2231953,46097
2232412,45715
2232870,45270
2233328,46569
2233786,48521
2234244,51515
2234702,54599
2235160,59525
2235618,66114
2236075,73262
2236533,78380
2236991,81364
2237449,80935
2237907,81171
2238365,82408
2238823,85238
2239281,85689
2239739,83585
2240196,79527
2240655,72712
2241113,68165
2241571,63726
2242029,61221
2242487,58522
2242944,54987
2243403,52082
2243861,51592
2244319,54685
2244777,58738
2245235,62231
2245692,59414
2246151,53172
2246609,46937
2247067,43120
2247524,41975
2247982,43539
2248439,49124
2248898,56966
2249356,65260
2249814,68993
2250272,67397
2250730,61460
2251187,56000
2251646,53536
2252104,51638
2252562,52067
2253020,52149
2253478,52652
2253936,53228
2254394,54606
2254852,57178
2255310,61279
2255768,66019
2256226,66501
2256684,63685
2257142,59319
2257600,55520
2258058,52466
2258516,55121
2258973,66414
2259431,87956
2259889,120034
2260346,145586
2260805,156692
2261263,139815
2261721,111485
2262179,84828
2262637,67522
2263095,60056
2263553,57931
2264011,57288
2264469,56832
2264927,55980
2265385,53452
2265843,50134
2266301,47584
2266759,46696
2267216,49299
2267675,57187
2268133,70201
2268591,83175
2269049,90992
2269507,89191
2269964,78001
2270422,64044
2270880,56555
2271337,57133
2271796,62611
2272254,69582
2272712,71489
2273170,65396
2273627,56607
2274086,48371
2274544,42618
2275002,40055
2275460,40279
2275918,41681
2276375,45638
2276834,53904
2277292,72374
2277750,101661
2278208,135852
2278666,160576
2279124,162223
2279582,142141
2280040,109618
2280498,81662
2280956,62375
2281414,48673
2281871,41105
2282329,38217
2282787,37467
2283245,37417
2283703,37112
2284161,35961
2284618,34747
2285077,33431
2285535,32317
2285993,31910
2286451,31684
2286909,31807
2287366,32323
2287825,32297
2288283,32169
2288741,32132
2289199,32856
2289657,34531
2290115,38429
2290573,50602
2291031,87141
2291489,175331
2291947,342790
2292404,603971
2292863,904320
2293320,1223218
2293778,1450690
2294236,1637328
2294694,1710024
2295152,1605016
2295610,1157403
2296068,547520
2296526,215262
2296984,110664
2297442,83546
2297900,76771
2298358,73616
2298816,70531
2299274,67589
2299732,64701
2300190,61296
2300648,59990
2301106,59332
2301564,58636
2302022,58883
2302480,59021
2302938,58496
2303395,55994
2303854,51602
2304312,47400
2304769,44218
2305227,42458
2305685,40967
2306143,41413
2306601,43488
2307059,47259
2307517,52136
2307975,57793
2308433,63021
2308890,67177
2309349,67290
2309807,64243
2310265,63162
2310723,64262
2311181,67317
2311638,71945
2312097,77037
2312555,80313
2313013,81357
2313471,78392
2313929,74314
2314386,70694
2314845,66019
2315303,59647
2315761,52116
2316218,45970
2316676,40812
2317134,38571
2317592,37436
2318049,36833
2318508,36324
2318966,35858
2319424,35730
2319882,35864
2320340,36397
2320798,38124
2321256,41235
2321714,46430
2322172,53726
2322630,62433
2323088,72632
2323546,78922
2324004,82403
2324462,82299
2324920,77080
2325378,71436
2325836,67070
2326294,63894
2326752,60842
2327210,58334
2327667,55987
2328125,54911
2328583,54493
2329040,56582
2329499,59694
2329957,63233
2330415,63944
2330873,61278
2331331,59108
2331788,58734
2332247,60982
2332705,63021
2333163,62141
2333621,59032
2334079,53820
2334537,50030
2334995,47582
2335453,48019
2335911,50804
2336369,55442
2336827,60086
2337285,63835
2337743,63865
2338201,60886
2338658,56647
2339116,53043
2339574,51363
2340032,50328
2340490,51008
2340948,52543
2341406,54631
2341864,59692
2342322,65573
2342780,71457
2343238,75453
2343696,74646
2344154,69103
2344612,61874
2345069,58662
2345528,60631
2345986,70777
2346444,89291
2346902,115955
2347360,137095
2347817,146312
2348276,133495
2348734,103590
2349192,78506
2349650,62031
2350108,54708
2350565,52839
2351023,52845
2351481,53129
2351939,52775
2352397,51193
2352855,48922
2353312,46433
2353771,45424
2354229,47371
2354687,55122
2355145,67510
2355603,79855
2356060,87102
2356519,85665
2356977,74343
2357435,60803
2357893,50460
2358351,45193
2358808,42244
2359267,42916
2359725,46094
2360183,51410
2360641,59718
2361099,67860
2361557,71807
2362014,69188
2362471,62472
2362930,53359
2363388,46000
2363846,41216
2364304,39327
2364762,39181
2365220,39128
2365678,39727
2366136,42182
2366594,50643
2367052,68674
2367510,96319
2367968,126692
2368426,146012
2368884,148111
2369342,129820
2369800,100421
2370258,77258
2370716,60374
2371174,51950
2371632,46584
2372089,45091
2372548,44309
2373006,44333
2373462,43913
2373921,44197
2374379,44147
2374837,45599
2375295,47888
2375753,51811
2376211,60350
2376669,82533
2377127,137376
2377585,247066
2378043,425455
2378501,694972
2378959,1004709
2379417,1320396
2379875,1501487
2380332,1643667
2380791,1653807
2381249,1385243
2381707,841871
2382165,383011
2382623,176266
2383080,106481
2383539,82586
2383997,72908
2384455,68717
2384912,67892
2385370,68582
2385828,69302
2386286,70083
2386743,69008
2387202,67458
2387660,65475
2388118,62528
2388576,59454
2389034,56888
2389491,56055
2389950,54854
2390408,54577
2390866,54844
2391324,55190
2391782,54342
2392240,52403
2392698,49674
2393156,47728
2393614,47404
2394072,49211
2394530,52566
2394988,57578
2395446,63549
2395904,67872
2396361,68019
2396819,63030
2397277,56896
2397734,51294
2398193,48346
2398651,48836
2399109,51336
2399567,55449
2400025,58323
2400482,58928
2400941,57344
2401399,53739
2401857,49527
2402315,46757
2402773,45061
2403231,43174
2403689,41231
2404147,39920
2404605,39886
2405063,40239
2405520,41425
2405979,44020
2406437,49514
2406895,57285
2407352,64691
2407811,71232
2408268,74275
2408726,73103
2409184,70633
2409642,68084
2410100,65724
2410558,63705
2411016,62788
2411474,61581
2411932,59609
2412390,56363
2412848,52861
2413306,50031
2413764,47801
2414222,47602
2414680,46293
2415138,44229
2415596,42577
2416054,43067
2416511,46123
2416970,50297
2417428,53442
2417886,53661
2418344,51122
2418802,48901
2419259,47420
2419717,47847
2420175,50545
2420633,56142
2421091,63149
2421549,68799
2422006,71319
2422465,71488
2422923,69368
2423381,69608
2423839,70162
2424297,70548
2424754,70407
2425213,70501
2425671,70303
2426129,72200
2426587,75741
2427045,80932
2427502,86071
2427961,86068
2428419,82502
2428877,77048
2429335,74646
2429793,79767
2430250,94986
2430708,117700
2431165,142292
2431624,158707
2432082,153305
2432540,127517
2432998,96519
2433456,72147
2433913,57417
2434372,49650
2434830,45922
2435288,45548
2435746,46627
2436204,48347
2436662,49791
2437120,50065
2437578,49285
2438036,50164
2438494,54171
2438952,62604
2439410,73251
2439868,79580
2440326,78924
2440783,71030
2441242,60730
2441700,52691
2442158,48019
2442615,46512
2443073,46019
2443531,46026
2443989,45803
2444447,45952
2444904,45551
2445363,46094
2445821,49596
2446279,56621
2446737,63659
2447195,69384
2447653,70443
2448111,64828
2448569,57291
2449027,49817
2449485,44375
2449942,40958
2450401,40507
2450859,40496
2451317,41055
2451774,42054
2452233,45352
2452691,53061
2453149,70690
2453607,96789
2454064,125976
2454522,142098
2454980,142848
2455438,127390
2455896,103051
2456354,79502
2456812,62290
2457270,51637
2457728,46626
2458185,44285
2458644,45098
2459102,51299
2459560,71854
2460018,134983
2460476,229857
2460935,424233
2461394,649829
2461854,886631
2462313,1119225
2462772,1279245
2463231,1307261
2463690,1126983
2464150,735420
2464609,351528
2465067,158706
2465527,91987
2465987,68677
2466446,60009
2466904,55037
2467364,52511
2467823,49908
2468283,46956
2468741,44108
2469201,42033
2469660,39743
2470120,37520
2470578,35806
2471038,34669
2471497,34356
2471957,34402
2472415,35013
2472875,36325
2473334,37309
2473793,37426
2474252,36299
2474712,34495
2475171,32832
2475630,31767
2476090,31080
2476549,31224
2477008,32084
2477467,33490
2477926,34276
2478386,34062
2478845,33364
2479304,32683
2479763,32723
2480223,32244
2480682,31784
2481141,31695
2481600,31818
2482058,31677
2482519,31929
2482978,32503
2483437,32142
2483895,31823
2484356,31349
2484815,30636
2485274,30171
2485732,30129
2486192,31213
2486652,33148
2487111,36798
2487569,41748
2488029,47866
2488489,53805
2488948,57935
2489407,58757
2489866,57804
2490325,56057
2490785,54691
2491244,54337
2491703,55010
2492162,54557
2492622,53296
2493081,51433
2493540,49509
2493999,47741
2494458,46780
2494918,45672
2495377,44126
2495836,42401
2496295,40652
2496755,38564
2497214,37779
2497673,38078
2498132,39376
2498592,40207
2499051,39056
2499509,36637
2499969,33873
2500428,32033
2500888,31724
2501346,33777
2501806,37992
2502265,41715
2502725,44849
2503183,44340
2503643,41127
2504102,37060
2504560,33898
2505020,32186
2505480,32838
2505939,35329
2506398,39310
2506857,45657
2507317,54439
2507776,63607
2508235,70460
2508694,73575
2509154,73163
2509613,68516
2510072,64492
2510531,65873
2510991,73538
2511450,89061
2511909,104084
2512368,112801
2512827,108512
2513287,91441
2513746,70274
2514205,53182
2514663,42818
2515124,37150
2515583,34195
2516042,32956
2516500,32840
2516960,33122
2517420,33185
2517879,33046
2518337,33890
2518797,36474
2519257,41616
2519716,49700
2520174,57875
2520634,62602
2521093,62077
2521553,55959
2522011,47202
2522471,39915
2522930,35209
2523390,32512
2523848,31207
2524308,30248
2524767,30052
2525226,30040
2525685,30638
2526145,31465
2526604,33197
2527063,34944
2527523,36745
2527982,39059
2528441,41287
2528900,43754
2529360,46044
2529819,46880
2530278,45829
2530737,44066
2531196,41405
2531656,38769
2532115,36783
2532574,34703
2533033,33279
2533493,32131
2533952,31291
2534411,30226
2534870,29575
2535328,29722
2535789,30978
2536248,33611
2536707,36861
2537165,40779
2537626,44290
2538085,46440
2538544,48382
2539002,55307
2539462,77225
2539922,141101
2540381,277793
2540839,495295
2541299,744148
2541759,966764
2542218,1155101
2542676,1236120
2543136,1174279
2543595,960482
2544055,586935
2544514,293625
2544973,142682
2545432,83271
2545892,61863
2546351,53385
2546810,49314
2547269,46837
2547728,45257
2548188,44354
2548647,43325
2549106,41797
2549565,40078
2550025,39162
2550484,38473
2550943,37847
2551402,37130
2551861,36412
2552321,35793
2552780,35067
2553239,34240
2553698,33192
2554158,33029
2554616,33622
2555076,35471
2555535,37805
2555995,40235
2556453,41439
2556913,40230
2557372,38187
2557831,36341
2558290,34940
2558750,34176
2559209,33945
2559668,34763
2560127,36732
2560587,38930
2561046,39807
2561505,39343
2561964,37909
2562424,36018
2562883,34621
2563342,34007
2563801,34256
2564261,35362
2564720,37601
2565179,40578
2565638,44677
2566097,50086
2566557,56284
2567016,63048
2567475,67245
2567934,68283
2568394,66690
2568853,63793
2569312,61737
2569770,61418
2570230,62811
2570690,62936
2571149,63280
2571607,64112
2572067,64308
2572527,62192
2572986,60075
2573444,57403
2573904,54673
2574363,52344
2574823,49551
2575281,47268
2575741,46529
2576200,46783
2576660,47671
2577118,47913
2577578,47716
2578037,46353
2578496,43818
2578955,41307
2579415,40265
2579874,40993
2580333,42995
2580792,44802
2581252,46043
2581711,45148
2582170,43479
2582630,41535
2583089,39752
2583548,39518
2584007,40775
2584466,42276
2584926,43422
2585385,44763
2585844,47061
2586303,49782
2586763,52430
2587222,53690
2587681,54258
2588140,55738
2588598,60685
2589059,70415
2589518,86593
2589977,106441
2590435,119417
2590896,116320
2591355,100274
2591814,81975
2592272,64700
2592732,53221
2593192,46329
2593651,42482
2594109,40484
2594569,39140
2595029,38829
2595488,38863
2595947,39851
2596406,41552
2596865,45326
2597325,50446
2597784,57518
2598243,64279
2598702,67694
2599162,65328
2599621,59131
2600080,51939
2600539,46121
2600998,41946
2601458,39038
2601917,36992
2602376,35417
2602835,34827
2603295,34404
2603754,34236
2604213,34355
2604672,34201
2605131,33859
2605591,33990
2606050,34210
2606509,34266
2606968,34301
2607428,34637
2607887,35304
2608346,36847
2608805,38720
2609265,40156
2609723,40797
2610183,40083
2610642,39396
2611100,38691
2611560,38720
2612020,38422
2612479,37636
2612938,36795
2613397,35512
2613857,35111
2614316,35169
2614775,35851
2615234,37265
2615694,40980
2616153,51437
2616612,79677
2617071,149648
2617531,271463
2617990,472338
2618449,675621
2618908,883370
2619367,1005478
2619827,1053010
2620286,958055
2620745,692918
2621204,384497
2621664,195657
2622123,110824
2622582,76728
2623041,62353
2623500,54841
2623960,50960
2624419,48149
2624877,46139
2625337,44490
2625797,43068
2626256,42214
2626714,41654
2627174,41490
2627633,41055
2628093,41325
2628551,41307
2629011,41495
2629470,41006
2629930,40588
2630388,40363
2630848,40807
2631307,41195
2631766,42027
2632225,42285
2632685,43072
2633144,44199
2633603,45406
2634063,46360
2634522,47726
2634981,49002
2635440,49833
2635900,49446
2636359,47932
2636818,46468
2637277,45964
2637736,45853
2638196,45802
2638655,46329
2639114,47342
2639573,48387
2640033,49267
2640492,49635
2640951,50429
2641410,52780
2641868,57699
2642329,62849
2642788,67447
2643247,70332
2643705,68723
2644166,65635
2644625,62038
2645084,58139
2645542,55498
2646002,53530
2646462,52099
2646921,50562
2647379,49522
2647839,48319
2648299,47470
2648758,47579
2649216,47979
2649676,49132
2650135,50031
2650595,50336
2651054,49652
2651513,48845
2651972,48574
2652432,48674
2652891,48940
2653350,48379
2653809,46495
2654268,44484
2654728,42753
2655187,42106
2655646,42959
2656105,44656
2656565,47047
2657024,49067
2657483,49278
2657942,47764
2658401,45722
2658861,44113
2659320,43535
2659779,42614
2660238,42271
2660698,42284
2661157,44224
2661616,47195
2662075,50597
2662535,53188
2662994,54323
2663453,55151
2663912,57212
2664371,63073
2664830,73123
2665290,87446
2665749,97388
2666208,99293
2666667,90815
2667127,76872
2667586,64059
2668045,54292
2668504,48393
2668964,45268
2669423,43915
2669882,43774
2670341,43703
2670801,44777
2671260,45257
2671719,46380
2672178,48203
2672637,52047
2673097,58496
2673556,66335
2674015,70712
2674474,71228
2674934,66587
2675393,60702
2675852,54974
2676311,50701
2676770,47943
2677230,46277
2677689,45585
2678148,45620
2678607,45795
2679067,46075
2679526,44498
2679985,43019
2680444,40715
2680903,39207
2681363,37775
2681821,37003
2682281,36671
2682740,36852
2683200,37012
2683658,37313
2684118,37562
2684577,37948
2685036,38803
2685495,40449
2685955,42722
2686414,44208
2686873,43913
2687332,42579
2687792,40482
2688251,38861
2688710,37666
2689170,37401
2689629,37228
2690088,38524
2690547,43277
2691006,61225
2691466,112715
2691925,231377
2692384,411823
2692843,606722
2693303,811230
2693762,930569
2694221,971520
2694680,882225
2695139,654698
2695599,398290
2696058,220673
2696517,140093
2696975,105617
2697436,89014
2697895,78310
2698354,69208
2698812,61975
2699272,56765
2699732,53097
2700191,51147
2700649,48445
2701046,47937
2701444,47118
2701841,46934
2702237,45994
2702634,44695
2703031,44615
2703428,44437
2703825,45166
2704221,45556
2704618,46917
2705015,48095
2705412,48948
2705809,50382
2706205,51710
2706602,54277
2706999,58380
2707395,61359
2707793,64342
2708190,66070
2708586,66319
2708983,65551
2709380,63772
2709777,61370
2710174,59361
2710570,56901
2710967,56607
2711364,57038
2711761,56896
2712158,56374
2712553,54794
2712951,53781
2713348,53160
2713745,53006
2714142,55103
2714539,58999
2714935,64519
2715332,70664
2715729,75464
2716125,79715
2716522,81744
2716919,81221
2717316,78747
2717713,75313
2718110,70648
2718507,65965
2718903,61731
2719299,58380
2719697,56617
2720094,54777
2720491,54719
2720888,54381
2721284,54168
2721681,53163
2722078,52038
2722475,50731
2722872,48820
2723268,46957
2723665,45518
2724062,43838
2724459,43052
2724856,42589
2725252,43034
2725649,43914
2726046,44878
2726443,45919
2726840,46491
2727237,46113
2727633,45401
2728029,45239
2728426,45125
2728824,45834
2729221,47120
2729617,49276
2730014,52147
2730411,54471
2730808,56015
2731205,55640
2731600,53623
2731997,50957
2732395,48109
2732792,45738
2733189,44231
2733586,43832
2733982,44671
2734379,46761
2734776,49992
2735173,53250
2735569,55733
2735966,57603
2736363,58455
2736760,60513
2737157,64357
2737554,71720
2737951,84961
2738346,102389
2738744,114852
2739141,118889
2739538,109575
2739935,95344
2740331,79556
2740728,66600
2741125,57742
2741522,51420
2741919,47528
2742315,45111
2742712,43639
2743109,43291
2743506,43501
2743903,44449
2744300,45619
2744696,47442
2745093,50256
2745490,54431
2745887,59347
2746284,64588
2746680,68971
2747077,71160
2747473,69950
2747870,66651
2748268,63208
2748664,59791
2749061,57142
2749458,55522
2749855,54518
2750252,52754
2750648,50743
2751045,49629
2751442,47795
2751839,46462
2752236,45132
2752633,44478
2753029,44368
2753426,45549
2753823,46416
2754220,46873
2754616,46916
2755013,46226
2755410,45372
2755807,44832
2756204,43875
2756601,43255
2756998,43172
2757394,43458
2757791,43522
2758188,44261
2758585,45184
2758982,46478
2759377,48721
2759775,50875
2760172,53319
2760569,54321
2760966,53862
2761362,51717
2761759,48467
2762156,46615
2762553,47387
2762950,55453
2763346,77976
2763743,131510
2764140,225512
2764537,363754
2764934,518399
2765331,664880
2765727,775089
2766124,804244
2766520,736703
2766917,594036
2767314,415710
2767711,270581
2768108,178168
2768505,128083
2768902,103709
2769299,90991
2769696,83247
2770092,76638
2770489,70360
2770886,65069
2771283,60759
2771680,57597
2772076,55692
2772473,53997
2772870,51982
2773267,50276
2773663,49291
2774060,47961
2774457,46395
2774854,45249
2775250,44253
2775648,43785
2776045,43893
2776441,44133
2776838,44555
2777235,44860
2777632,45375
2778029,46247
2778424,46649
2778821,46756
2779218,46318
2779616,46382
2780013,45926
2780409,45605
2780806,45560
2781203,45674
2781600,45647
2781997,45634
2782394,46169
2782790,46218
2783187,46088
2783584,45655
2783981,45099
2784378,45169
2784774,45951
2785171,48090
2785567,51822
2785965,57623
2786362,64318
2786758,70987
2787155,76173
2787552,77493
2787949,77745
2788346,75232
2788743,71485
2789139,67300
2789536,63946
2789933,62293
2790330,62248
2790727,63000
2791123,64372
2791520,64644
2791917,63621
2792314,61243
2792711,58193
2793107,54986
2793504,52477
2793901,50514
2794298,49752
2794694,49207
2795092,48837
2795488,48577
2795885,47868
2796282,47547
2796679,47818
2797076,48287
2797471,49322
2797868,49831
2798265,49616
2798663,48956
2799060,47839
2799456,46870
2799853,47293
2800250,48780
2800647,50225
2801044,51874
2801441,53142
2801837,53721
2802234,54645
2802631,56505
2803028,58742
2803425,61434
2803821,63340
2804218,65599
2804615,67633
2805012,70892
2805409,74453
2805805,80123
2806202,86905
2806598,92483
2806996,96222
2807393,94013
2807790,91334
2808186,87652
2808583,88116
2808980,91850
2809377,95712
2809774,97899
2810169,95399
2810567,89508
2810964,82789
2811361,75435
2811758,69421
2812154,64505
2812551,59756
2812948,55811
2813345,52977
2813741,51093
2814138,49841
2814535,49636
2814932,49618
2815329,49757
2815726,50369
2816123,52528
2816519,56460
2816916,60447
2817313,64297
2817710,65871
2818107,64825
2818503,62339
2818900,59139
2819297,56764
2819694,55172
2820091,54225
2820488,54318
2820884,54489
2821281,55084
2821678,55350
2822075,55028
2822472,54247
2822868,52667
2823265,50933
2823662,48834
2824059,47102
2824456,45608
2824852,44731
2825249,44407
2825645,44215
2826042,43929
2826440,43302
2826837,42652
2827233,41550
2827630,41203
2828027,40689
2828424,40915
2828821,40710
2829216,40304
2829614,40330
2830011,40320
2830408,40734
2830805,42027
2831201,43914
2831598,46864
2831995,50792
2832392,56214
2832788,66448
2833185,90332
2833582,145121
2833979,243103
2834376,381314
2834773,523903
2835170,631139
2835566,701681
2835963,692695
2836360,617161
2836757,491227
2837154,343373
2837549,225226
2837947,154701
2838344,115755
2838741,94401
2839138,82589
2839535,76808
2839931,74523
2840328,74962
2840725,77027
2841122,79087
2841519,80062
2841915,79178
2842312,75649
2842709,70219
2843106,64398
2843503,58598
2843899,53861
2844296,50030
2844692,47091
2845089,45279
2845486,43898
2845884,43006
2846280,42456
2846677,42662
2847074,42724
2847471,43117
2847868,43151
2848264,43012
2848661,42810
2849058,42574
2849455,42499
2849852,42460
2850248,42319
2850645,42516
2851042,42413
2851439,42812
2851836,43389
2852233,43358
2852629,43579
2853026,43710
2853423,44694
2853820,46127
2854217,48848
2854613,52485
2855010,57337
2855407,61819
2855804,65471
2856201,68270
2856596,70657
2856993,72889
2857390,75723
2857788,78815
2858185,80819
2858582,80286
2858978,78250
2859375,74253
2859772,68992
2860169,64438
2860566,60533
2860962,56985
2861359,54917
2861756,53566
2862153,52707
2862550,52117
2862947,51638
2863343,51470
2863740,51669
2864136,52648
2864533,55686
2864931,61023
2865327,70612
2865724,82020
2866121,92546
2866518,101218
2866915,102299
2867311,98389
2867708,88275
2868105,75483
2868502,65557
2868899,57981
2869296,54054
2869692,51483
2870089,49755
2870486,48015
2870883,46372
2871280,44885
2871676,44042
2872073,43640
2872470,43439
2872866,44185
2873264,45562
2873660,47961
2874057,50510
2874454,52445
2874851,54131
2875248,55639
2875644,57121
2876040,58809
2876437,62155
2876835,69019
2877232,80147
2877629,90409
2878025,95964
2878422,94533
2878819,89635
2879216,81521
2879613,72768
2880009,64938
2880406,59456
2880803,55655
2881200,53388
2881597,52012
2881994,50773
2882390,49667
2882787,48365
2883184,46838
2883581,45906
2883978,45275
2884374,45851
2884770,47422
2885168,49521
2885565,52226
2885962,54986
2886358,55459
2886755,54313
2887152,52909
2887549,51024
2887946,49494
2888343,48398
2888739,47731
2889136,47652
2889533,47847
2889930,47528
2890327,46863
2890723,46595
2891120,46140
2891517,45965
2891913,46206
2892310,46490
2892707,48028
2893104,50165
2893501,51831
2893898,52323
2894295,51356
2894692,50138
2895087,48386
2895484,46337
2895882,44654
2896279,43149
2896676,42013
2897072,41250
2897469,41220
2897866,41843
2898263,43061
2898660,45480
2899056,48425
2899453,51927
2899850,55428
2900247,60454
2900644,72383
2901041,98686
2901437,147243
2901834,218998
2902231,307452
2902628,401975
2903025,471564
2903421,484692
2903817,438569
2904214,351542
2904612,255710
2905009,180201
2905405,129088
2905802,97323
2906199,79271
2906596,68924
2906993,62094
2907390,57742
2907786,55321
2908183,53872
2908580,53486
2908977,54097
2909374,54707
2909770,55561
2910167,57115
2910564,58393
2910961,59530
2911357,59637
2911754,57696
2912151,55062
2912548,51895
2912945,48908
2913342,46222
2913739,44311
2914135,42710
2914532,41873
2914929,41419
2915326,40765
2915723,40458
2916119,40086
2916516,39756
2916913,39118
2917310,39173
2917707,38862
2918103,38494
2918500,38425
2918897,38510
2919294,38467
2919691,38776
2920087,39923
2920484,41716
2920881,44670
2921278,47766
2921675,51434
2922072,55077
2922468,58105
2922865,59169
2923261,58684
2923658,57925
2924056,56592
2924452,55802
2924849,55546
2925246,56246
2925643,58591
2926040,60758
2926437,62660
2926833,64419
2927230,64893
2927627,64883
2928024,64232
2928421,62516
2928817,60630
2929214,59054
2929611,57503
2930008,55587
2930404,54156
2930801,52522
2931198,51365
2931595,50374
2931992,49802
2932389,49494
2932786,49860
2933182,50660
2933579,51990
2933976,53665
2934373,57029
2934770,61434
2935165,66387
2935562,70383
2935960,72209
2936357,71325
2936754,67770
2937150,62416
2937547,56197
2937944,51064
2938341,46465
2938738,43452
2939134,41416
2939531,39982
2939928,39235
2940325,39673
2940722,40512
2941119,41766
2941515,43684
2941912,46630
2942308,50955
2942705,57700
2943103,66358
2943499,76665
2943896,85634
2944293,89927
2944690,90323
2945087,84988
2945484,76796
2945880,66772
2946277,59239
2946674,53665
2947071,50015
2947468,47293
2947864,45448
2948261,44219
2948658,43760
2949055,43689
2949452,43928
2949848,44388
2950245,45623
2950642,47202
2951038,49331
2951436,52308
2951833,54702
2952229,56577
2952626,56502
2953023,55094
2953420,53035
2953817,50373
2954212,48090
2954609,46282
2955006,45049
2955404,44475
2955801,44157
2956197,44021
2956594,43949
2956991,43811
2957388,43954
2957785,43787
2958182,43546
2958578,43645
2958975,43525
2959372,43663
2959769,43625
2960166,43533
2960562,43476
2960959,43818
2961356,44746
2961752,45659
2962150,46693
2962546,47319
2962943,47799
2963340,48236
2963737,48465
2964134,48611
2964531,48868
2964927,49272
2965324,50851
2965721,54297
2966118,61859
2966515,77167
2966911,106175
2967308,159626
2967705,233723
2968102,318445
2968499,386693
2968896,421114
2969292,407398
2969689,353635
2970086,272840
2970482,198326
2970879,144903
2971276,109191
2971673,87838
2972070,75243
2972467,67208
2972864,61707
2973259,58523
2973656,55738
2974054,53507
2974451,51655
2974848,50313
2975244,49227
2975641,48175
2976038,47527
2976435,47154
2976832,47397
2977229,48452
2977625,49717
2978022,51282
2978419,52693
2978816,53544
2979213,53554
2979609,52190
2980006,50060
2980403,47775
2980800,45805
2981197,44121
2981593,42752
2981990,41752
2982386,41144
2982784,40833
2983181,40618
2983578,40795
2983974,40671
2984371,40879
2984768,41714
2985165,43023
2985562,45237
2985957,47796
2986354,50905
2986752,54049
2987149,56633
2987546,58887
2987943,60446
2988339,61802
2988736,63205
2989133,63818
2989529,64172
2989926,62852
2990323,60481
2990720,58354
2991117,55871
2991514,53798
2991911,52394
2992307,51941
2992703,52557
2993101,53670
2993498,55455
2993895,56224
2994292,56628
2994688,57112
2995085,57415
2995482,57355
2995879,56704
2996276,55673
2996672,54324
2997069,52801
2997466,51816
2997863,50770
2998259,49989
2998656,49588
2999053,50060
2999450,51322
2999847,53403
