Time [ms],Intensity
1277859,528735
1278275,690785
1278691,836083
1279106,904165
1279522,900728
1279938,854127
1280352,800355
1280769,710347
1281185,571218
1281601,395902
1282015,251441
1282432,165032
1282848,132974
1283264,130185
1283678,131525
1284095,130433
1284511,127751
1284926,122995
1285341,121509
1285758,121793
1286174,123452
1286589,123191
1287004,119686
1287421,118577
1287837,124407
1288252,145075
1288668,185904
1289084,248660
1289499,306324
1289915,339496
1290331,331550
1290747,276165
1291162,200033
1291578,134170
1291994,92742
1292410,70003
1292825,59904
1293241,55557
1293657,54032
1294073,54194
1294488,54740
1294904,55575
1295320,55228
1295735,54554
1296151,53080
1296567,52666
1296983,54017
1297398,57764
1297814,60290
1298230,63901
1298646,68556
1299061,73803
1299476,77797
1299893,79297
1300308,75465
1300724,68476
1301139,61498
1301556,57935
1301971,60271
1302387,67907
1302803,82389
1303218,95906
1303634,102207
1304050,98660
1304466,85465
1304881,74112
1305297,70336
1305713,74676
1306129,83911
1306544,95128
1306960,108508
1307376,125869
1307792,146833
1308207,163427
1308623,171083
1309039,159853
1309454,139391
1309870,117423
1310286,101006
1310702,89308
1311117,82731
1311533,78628
1311949,78443
1312365,79674
1312780,81644
1313196,81507
1313612,79696
1314027,80263
1314443,82195
1314859,83967
1315275,83587
1315690,78515
1316106,72326
1316522,67579
1316938,65645
1317353,65609
1317769,66540
1318185,67752
1318600,69445
1319015,74568
1319431,83985
1319848,95166
1320263,105242
1320678,111334
1321094,113512
1321511,111339
1321926,111233
1322341,113455
1322757,119410
1323174,127952
1323589,132491
1324004,130322
1324421,124990
1324836,114924
1325252,105128
1325668,99622
1326084,100474
1326499,111186
1326915,142767
1327331,208164
1327747,334301
1328162,546216
1328578,840500
1328994,1188729
1329409,1519206
1329825,1889285
1330241,2163428
1330657,2387976
1331072,2545754
1331488,2632523
1331904,2577822
1332320,2109542
1332735,972009
1333151,337231
1333567,210317
1333982,184642
1334398,159610
1334814,129080
1335230,103691
1335645,87804
1336061,84114
1336477,88680
1336893,99236
1337308,109084
1337724,113897
1338140,113321
1338554,108483
1338971,103307
1339387,104596
1339803,110673
1340217,123115
1340634,135074
1341050,138942
1341466,132358
1341880,120714
1342297,107514
1342713,96802
1343128,88272
1343543,82843
1343960,76448
1344376,72025
1344791,70340
1345206,72962
1345623,77188
1346039,83881
1346454,93469
1346870,107318
1347286,124147
1347701,138986
1348117,151199
1348533,156899
1348949,152840
1349364,136483
1349780,111783
1350196,87378
1350612,67913
1351027,55262
1351443,48687
1351859,45961
1352274,45290
1352690,46725
1353106,48548
1353522,49591
1353937,50863
1354353,52463
1354769,56817
1355185,66957
1355600,82988
1356016,105621
1356432,110084
1356848,124246
1357263,126915
1357679,118539
1358095,104910
1358511,90116
1358927,80624
1359341,76538
1359757,77925
1360174,87481
1360590,110542
1361004,151954
1361420,204710
1361837,255290
1362253,279317
1362669,270028
1363083,226414
1363500,172361
1363916,123345
1364331,90966
1364748,74090
1365163,67935
1365579,70921
1365995,82843
1366411,110369
1366827,158977
1367242,228452
1367658,312234
1368073,385190
1368489,405861
1368906,369845
1369321,293001
1369736,205047
1370153,136264
1370569,96167
1370985,76954
1371399,66023
1371816,58993
1372232,53696
1372648,51357
1373062,52628
1373479,56489
1373895,63477
1374311,72785
1374726,83877
1375142,94331
1375558,101425
1375974,102112
1376389,96277
1376805,90888
1377221,86354
1377637,81165
1378053,73711
1378468,65341
1378885,56807
1379300,50525
1379716,47387
1380131,45891
1380548,46564
1380964,48616
1381379,51318
1381794,54329
1382211,57748
1382627,60429
1383042,60769
1383457,58973
1383874,56605
1384290,56286
1384706,59910
1385120,67813
1385537,77746
1385953,86210
1386369,92287
1386784,98978
1387200,112634
1387616,143371
1388032,200358
1388447,281043
1388864,367479
1389279,428437
1389695,439589
1390110,404792
1390527,337646
1390943,274729
1391358,239934
1391774,244576
1392190,279442
1392606,319630
1393022,330467
1393437,301466
1393853,256437
1394269,235735
1394685,265798
1395100,339834
1395516,419702
1395932,475519
1396348,484996
1396764,453761
1397179,397349
1397595,328570
1398011,258332
1398427,196338
1398843,158670
1399258,149987
1399674,166921
1400090,190009
1400506,207705
1400922,210349
1401337,200535
1401753,182697
1402169,169434
1402585,157081
1403001,154074
1403416,158887
1403832,174212
1404248,191458
1404664,194685
1405080,178717
1405495,144936
1405911,108439
1406327,79875
1406743,71586
1407158,83110
1407574,112904
1407990,156246
1408406,199873
1408822,237621
1409237,259388
1409653,267679
1410069,288206
1410485,345441
1410901,433986
1411316,519229
1411732,548058
1412148,493670
1412564,405273
1412980,333397
1413395,299440
1413811,295400
1414227,296557
1414643,287290
1415059,259666
1415474,216231
1415890,163368
1416306,119960
1416722,88003
1417137,67824
1417553,55942
1417969,49203
1418385,46035
1418801,50720
1419216,68704
1419632,106528
1420048,160648
1420464,219697
1420880,255125
1421295,252703
1421711,211642
1422127,155658
1422543,110654
1422959,86283
1423374,74284
1423790,66205
1424206,57346
1424622,48359
1425038,42433
1425453,40960
1425869,42916
1426285,46424
1426701,49246
1427116,48923
1427532,46652
1427948,43796
1428364,42442
1428780,43831
1429195,46069
1429611,47925
1430027,48749
1430443,48170
1430859,47830
1431274,49568
1431690,54765
1432106,62272
1432522,68373
1432938,71759
1433353,71538
1433769,70710
1434185,69907
1434601,70963
1435017,72508
1435432,74627
1435848,74474
1436264,71137
1436680,64985
1437096,57196
1437511,49985
1437927,45185
1438343,42866
1438759,44743
1439174,54088
1439590,78060
1440006,124282
1440422,198473
1440838,283094
1441253,352694
1441668,377771
1442085,343280
1442501,267291
1442917,191827
1443331,131051
1443748,98400
1444164,85597
1444580,88587
1444996,102657
1445410,123164
1445827,138790
1446243,144648
1446659,141262
1447075,131457
1447490,118828
1447906,105306
1448322,92990
1448738,80723
1449154,69273
1449569,61445
1449985,56270
1450400,53953
1450817,52387
1451232,51546
1451648,51840
1452063,54425
1452480,60451
1452896,68755
1453311,77540
1453726,83478
1454142,87606
1454559,88408
1454975,92881
1455389,106500
1455805,140614
1456222,217402
1456638,360170
1457054,587511
1457468,915680
1457885,1276798
1458301,1639975
1458716,1945463
1459132,2229430
1459548,2415206
1459964,2536450
1460379,2563436
1460795,2375716
1461211,1543065
1461627,536082
1462043,154999
1462458,88798
1462875,82261
1463290,81249
1463706,78749
1464121,75069
1464538,70362
1464954,67428
1465369,68363
1465784,73580
1466201,81771
1466617,88950
1467033,92988
1467447,94776
1467864,94033
1468280,91162
1468696,87202
1469111,84213
1469527,81598
1469943,81175
1470359,81700
1470774,81485
1471191,81345
1471606,80604
1472022,78800
1472437,75720
1472854,73123
1473269,72710
1473685,73902
1474101,73514
1474517,70913
1474933,67691
1475348,64216
1475764,62367
1476180,61567
1476596,61978
1477012,63602
1477427,67921
1477843,74665
1478259,81252
1478675,85965
1479091,84852
1479506,79527
1479922,71530
1480338,63761
1480754,59473
1481169,58553
1481585,62840
1482001,72315
1482417,84443
1482832,96721
1483248,109620
1483664,117404
1484080,124298
1484495,125853
1484912,120053
1485327,106832
1485743,89881
1486159,72078
1486575,57485
1486991,47985
1487406,44293
1487822,46127
1488238,52429
1488654,64647
1489070,80034
1489485,95378
1489901,106176
1490317,110398
1490733,107279
1491149,99943
1491564,92056
1491980,85063
1492396,82013
1492812,81364
1493227,85074
1493643,87885
1494059,89196
1494475,87442
1494891,82567
1495306,76697
1495722,67674
1496138,58367
1496554,51766
1496970,49542
1497385,52658
1497801,61542
1498217,73301
1498633,84412
1499049,91192
1499464,92589
1499880,89251
1500296,82185
1500712,74502
1501128,67693
1501543,65522
1501959,67415
1502375,72882
1502791,76153
1503207,76225
1503622,71278
1504038,63589
1504454,57054
1504870,52893
1505285,51322
1505701,52690
1506117,55778
1506533,59422
1506949,62818
1507364,65279
1507780,65853
1508196,65708
1508612,65029
1509028,64344
1509443,64432
1509859,64275
1510275,66068
1510691,68734
1511107,74283
1511522,82226
1511938,93928
1512354,109312
1512770,129888
1513186,153641
1513601,172320
1514017,182719
1514433,179901
1514849,163488
1515265,138983
1515680,115060
1516096,105579
1516512,122364
1516928,174250
1517343,256262
1517759,352842
1518175,450860
1518591,522653
1519007,565413
1519422,556518
1519838,520932
1520254,448558
1520670,347051
1521086,258301
1521501,209015
1521917,196454
1522333,194356
1522749,177636
1523165,142965
1523580,107201
1523996,86600
1524412,93666
1524828,131971
1525244,203439
1525659,292151
1526075,365869
1526491,398993
1526907,374962
1527322,294813
1527737,206108
1528154,145454
1528570,126687
1528986,129768
1529400,141607
1529817,144640
1530233,129313
1530649,107449
1531065,89653
1531480,79957
1531896,75432
1532312,72632
1532728,68349
1533144,63614
1533559,60489
1533975,65045
1534391,83448
1534807,124693
1535223,189677
1535638,261570
1536053,305147
1536469,300295
1536886,250764
1537302,181459
1537716,120923
1538132,87394
1538549,74326
1538965,69946
1539379,67142
1539795,61714
1540212,56424
1540628,51954
1541043,49335
1541458,49913
1541875,53683
1542291,61354
1542706,73121
1543123,91702
1543538,122109
1543954,169561
1544370,231115
1544785,292054
1545202,323654
1545617,304289
1546033,243149
1546448,168878
1546865,105794
1547281,68680
1547696,52873
1548111,49013
1548528,50468
1548944,52951
1549359,54178
1549774,52583
1550191,48188
1550607,44500
1551023,41107
1551437,39848
1551854,41617
1552270,47706
1552686,64276
1553101,103425
1553517,178070
1553933,298580
1554349,464945
1554764,612741
1555180,685881
1555596,653247
1556012,528218
1556428,355870
1556843,213144
1557260,122644
1557675,84146
1558091,73368
1558507,72289
1558923,72528
1559339,69371
1559754,62543
1560170,55478
1560586,50444
1561002,47885
1561417,47500
1561833,49650
1562249,56223
1562665,69672
1563081,90726
1563496,118658
1563912,147333
1564328,168562
1564744,171172
1565159,158530
1565575,137429
1565991,114239
1566407,96717
1566822,86045
1567239,82547
1567654,84155
1568070,92804
1568485,110986
1568902,134936
1569318,155980
1569733,165891
1570149,156265
1570565,134086
1570981,105805
1571396,82044
1571812,65934
1572228,57477
1572644,54244
1573060,56152
1573475,60272
1573891,64050
1574307,68189
1574723,70376
1575139,71179
1575554,71312
1575970,71292
1576386,71346
1576802,71064
1577218,73408
1577633,84569
1578049,117788
1578465,196470
1578881,345914
1579297,593623
1579712,900474
1580128,1274873
1580544,1632057
1580960,1923073
1581376,2194025
1581791,2409099
1582207,2553279
1582623,2584210
1583039,2357311
1583454,1515914
1583870,569056
1584286,186586
1584702,121961
1585118,125889
1585534,148072
1585950,202556
1586366,313679
1586783,489757
1587199,706276
1587615,924021
1588031,1092306
1588447,1206022
1588863,1238135
1589279,1141278
1589695,930180
1590111,617730
1590527,337207
1590943,169934
1591359,98096
1591775,71939
1592192,61828
1592608,59525
1593024,64243
1593440,75216
1593856,88250
1594272,100011
1594688,104912
1595104,107860
1595520,104918
1595936,99745
1596352,92013
1596768,86975
1597185,85515
1597601,84740
1598016,85012
1598433,82623
1598849,78791
1599264,75080
1599681,72928
1600097,73443
1600513,74993
1600929,75026
1601345,72977
1601761,70578
1602178,69436
1602594,68150
1603010,66300
1603426,62978
1603841,60496
1604258,57748
1604674,56542
1605090,55916
1605505,55913
1605922,56647
1606338,57282
1606754,58172
1607170,58459
1607587,59277
1608003,59637
1608419,59573
1608835,59379
1609251,60152
1609667,61707
1610082,62692
1610499,62929
1610915,61610
1611331,58901
1611746,56674
1612163,54551
1612580,53921
1612996,55806
1613412,60145
1613828,63972
1614244,67024
1614660,65039
1615076,60080
1615492,54207
1615908,49471
1616323,46215
1616740,44677
1617156,44676
1617572,46408
1617989,52084
1618405,65677
1618821,88625
1619237,122668
1619653,158167
1620069,179447
1620485,185742
1620901,170774
1621317,145480
1621733,119578
1622149,97386
1622565,81076
1622982,67367
1623398,56105
1623814,47551
1624230,42523
1624646,41448
1625062,43432
1625478,46833
1625894,49504
1626310,51220
1626726,50325
1627142,49147
1627558,48908
1627975,49727
1628390,53073
1628806,58242
1629223,66152
1629639,77690
1630055,93762
1630471,114245
1630887,137265
1631303,154488
1631719,161436
1632135,161564
1632551,161031
1632967,160204
1633384,154998
1633800,142581
1634216,121653
1634631,99361
1635048,85026
1635464,81519
1635880,83691
1636296,84012
1636712,75235
1637128,64450
1637544,54921
1637960,50300
1638377,51438
1638793,57169
1639209,68049
1639625,86086
1640041,111557
1640456,143374
1640872,168881
1641289,186826
1641705,181583
1642121,166003
1642537,145875
1642953,125531
1643369,104225
1643786,85964
1644202,69318
1644618,59068
1645033,53607
1645450,51398
1645866,50346
1646282,53104
1646697,63138
1647113,82457
1647530,110985
1647946,141123
1648362,167713
1648779,198538
1649195,238418
1649611,290002
1650027,327672
1650443,334197
1650859,291506
1651274,220612
1651691,149277
1652107,104971
1652523,93828
1652938,117541
1653355,174150
1653771,240234
1654188,298294
1654604,311524
1655020,276085
1655436,213133
1655852,143219
1656268,95904
1656684,72495
1657100,64571
1657516,61478
1657932,58116
1658348,53756
1658764,50181
1659181,48055
1659597,47165
1660013,47695
1660429,49440
1660845,52800
1661261,58775
1661677,69666
1662093,90715
1662509,124494
1662925,161782
1663341,185245
1663757,182753
1664174,157900
1664590,124115
1665006,90492
1665422,69831
1665838,60216
1666254,55618
1666670,52039
1667086,48751
1667502,47184
1667918,47038
1668334,50760
1668750,57388
1669166,67829
1669582,80232
1669998,91409
1670415,98356
1670831,100100
1671247,96758
1671663,89282
1672079,80219
1672495,72310
1672911,67734
1673327,61240
1673743,55963
1674159,51560
1674576,48912
1674992,49286
1675408,51318
1675823,55726
1676240,62239
1676656,67618
1677072,71706
1677488,71806
1677904,68990
1678320,66073
1678736,61605
1679152,57922
1679568,55797
1679985,55410
1680401,55794
1680817,56085
1681233,56859
1681649,57430
1682064,56806
1682481,55226
1682897,54440
1683313,53247
1683729,53081
1684145,52865
1684561,52927
1684978,53260
1685394,55183
1685810,57850
1686226,59956
1686642,62005
1687058,61497
1687474,59846
1687889,58111
1688305,57225
1688722,59529
1689138,63068
1689554,66124
1689970,67419
1690387,67557
1690803,67293
1691219,66718
1691635,67003
1692051,66738
1692466,69119
1692883,72872
1693299,78850
1693715,88514
1694130,109270
1694547,163420
1694963,277799
1695380,479763
1695796,779401
1696212,1156837
1696628,1530040
1697044,1863283
1697460,2137749
1697876,2361743
1698292,2459867
1698708,2467278
1699124,2219820
1699540,1375879
1699956,505386
1700373,158046
1700789,82568
1701205,72643
1701621,74422
1702037,77666
1702453,79023
1702869,79249
1703285,78403
1703701,76702
1704117,74276
1704533,75874
1704949,85326
1705365,108756
1705782,155375
1706197,221640
1706614,295467
1707030,358841
1707446,402130
1707862,425278
1708278,418359
1708694,375047
1709110,299592
1709526,213698
1709942,143621
1710358,102389
1710774,82926
1711191,77045
1711607,79694
1712023,84416
1712438,87765
1712855,86860
1713271,83568
1713687,77409
1714103,70016
1714519,63090
1714935,56885
1715351,53006
1715767,50907
1716184,51964
1716600,56140
1717015,63113
1717432,72133
1717848,82303
1718264,88286
1718679,88724
1719096,85637
1719512,84316
1719928,85710
1720344,89874
1720760,94890
1721177,97024
1721593,94388
1722009,89212
1722425,84269
1722841,80984
1723256,80755
1723673,80133
1724089,79100
1724504,76989
1724920,74548
1725337,74220
1725753,76447
1726170,82833
1726586,90700
1727002,97428
1727418,99702
1727834,95089
1728250,85978
1728666,74754
1729081,65614
1729498,56269
1729914,48818
1730330,43742
1730745,40551
1731161,38817
1731579,38436
1731995,39748
1732411,41826
1732827,44545
1733243,47978
1733659,50931
1734075,55647
1734491,63850
1734907,74406
1735322,88184
1735739,102656
1736155,114415
1736572,121332
1736988,123643
1737404,122273
1737820,120209
1738236,112239
1738652,100665
1739068,89348
1739484,79735
1739900,72773
1740316,70013
1740732,67460
1741148,67058
1741563,70812
1741981,82270
1742397,100401
1742813,122372
1743229,144376
1743645,157571
1744061,159330
1744477,144224
1744893,126580
1745309,113147
1745725,106318
1746141,102501
1746557,96564
1746974,88657
1747389,81418
1747806,75463
1748222,73423
1748638,76147
1749054,78299
1749470,76650
1749886,68206
1750302,58280
1750718,48445
1751134,42007
1751550,40069
1751966,41428
1752383,48164
1752799,61093
1753215,79407
1753630,97428
1754047,109259
1754463,106705
1754879,93852
1755295,79057
1755711,65648
1756127,56703
1756543,52680
1756959,50645
1757376,49900
1757792,50505
1758207,52306
1758624,56218
1759040,60704
1759456,69084
1759871,81557
1760288,98998
1760704,113674
1761120,120082
1761536,113102
1761952,97295
1762369,78153
1762785,64025
1763201,58568
1763617,60655
1764033,69478
1764448,81025
1764865,95078
1765281,116231
1765697,155090
1766112,225136
1766529,322506
1766945,424475
1767361,486803
1767778,465308
1768194,389669
1768610,284538
1769026,181716
1769442,116366
1769858,87342
1770274,79425
1770690,80070
1771106,79209
1771522,75178
1771937,66801
1772353,57766
1772771,49291
1773187,45063
1773603,44987
1774019,50780
1774435,65988
1774851,91295
1775267,124249
1775683,158851
1776099,172444
1776514,161812
1776931,133432
1777347,101540
1777763,77695
1778180,62267
1778596,54081
1779012,49188
1779428,47604
1779844,46371
1780260,46505
1780676,47098
1781092,48482
1781508,50065
1781924,52289
1782340,53043
1782755,53192
1783173,52368
1783589,50818
1784005,49856
1784421,50217
1784837,53703
1785253,59652
1785669,68235
1786085,78113
1786501,85221
1786917,87446
1787333,84336
1787749,78787
1788165,72164
1788581,68103
1788997,65432
1789414,63107
1789830,60830
1790246,58498
1790662,58407
1791078,60456
1791494,63226
1791910,64532
1792326,63123
1792742,60748
1793158,59603
1793575,58675
1793991,59394
1794407,58936
1794822,56631
1795238,54305
1795655,53042
1796071,55079
1796487,61197
1796903,72506
1797319,90270
1797735,117374
1798151,157298
1798568,204445
1798984,243395
1799399,269552
1799816,277138
1800232,263589
1800648,234068
1801063,200821
1801480,157989
1801896,121883
1802312,93189
1802728,77471
1803144,73352
1803560,76635
1803977,85218
1804393,96994
1804809,117297
1805225,161765
1805641,258100
1806057,433053
1806473,708927
1806889,1066758
1807304,1398183
1807721,1732978
1808137,2022828
1808553,2279321
1808970,2430840
1809386,2477324
1809802,2363976
1810218,1698951
1810634,729331
1811050,240527
1811466,112419
1811882,92011
1812298,91900
1812714,88694
1813129,81913
1813545,72953
1813962,64631
1814379,60344
1814795,60127
1815211,62399
1815627,66728
1816043,70782
1816459,73753
1816875,76757
1817291,79104
1817706,82396
1818123,83191
1818539,82249
1818955,80243
1819372,77418
1819788,75538
1820204,75132
1820620,75976
1821036,78444
1821452,83753
1821868,83360
1822284,84245
1822700,82808
1823116,81626
1823532,76218
1823947,71445
1824365,67863
1824781,69718
1825197,76021
1825613,85462
1826029,94122
1826445,96782
1826861,96130
1827277,89050
1827693,81663
1828109,73309
1828525,67239
1828941,62400
1829357,59881
1829774,59778
1830189,62631
1830606,62904
1831063,70586
1831522,76142
1831981,75953
1832438,69114
1832897,58265
1833355,48466
1833814,42686
1834272,40379
1834730,42291
1835188,46671
1835647,52086
1836105,56890
1836563,61101
1837021,64693
1837480,66824
1837938,66331
1838396,65859
1838854,63204
1839313,60929
1839771,57601
1840229,57630
1840688,58358
1841146,57571
1841604,54918
1842062,51224
1842521,46961
1842979,44107
1843437,43055
1843895,44692
1844354,46970
1844812,47398
1845270,45916
1845728,46069
1846187,48688
1846645,54181
1847102,59886
1847561,63138
1848020,63787
1848477,63161
1848936,64742
1849395,72243
1849853,87082
1850311,103294
1850769,113762
1851228,115839
1851686,110471
1852144,98732
1852601,88015
1853061,80035
1853519,77830
1853977,77147
1854435,73632
1854894,67863
1855352,64273
1855810,62536
1856268,64630
1856727,65851
1857185,65835
1857643,61746
1858102,53770
1858560,46493
1859018,41746
1859476,40079
1859935,41892
1860393,47066
1860851,57103
1861309,70213
1861768,81422
1862226,84314
1862684,74559
1863142,62139
1863601,51300
1864059,44394
1864517,41648
1864976,40970
1865434,41925
1865891,44025
1866350,47262
1866809,51424
1867266,59883
1867725,72161
1868183,84893
1868642,90917
1869100,89007
1869558,77406
1870016,62086
1870475,49655
1870933,42003
1871391,38600
1871849,38830
1872308,44194
1872766,58391
1873224,87051
1873683,134469
1874141,185338
1874599,218758
1875057,213351
1875516,182541
1875974,141498
1876432,103811
1876890,78998
1877349,71617
1877807,83152
1878265,121125
1878723,174779
1879182,221071
1879639,241279
1880098,228308
1880556,172407
1881014,124325
1881473,99160
1881931,99230
1882389,115258
1882848,131247
1883305,140734
1883764,134250
1884223,111361
1884681,87700
1885139,72502
1885597,66713
1886056,65934
1886514,64904
1886972,61880
1887429,59995
1887889,57442
1888347,56253
1888805,55630
1889263,55277
1889722,53703
1890180,53027
1890638,51618
1891097,51696
1891555,52027
1892013,54406
1892471,56862
1892930,59734
1893388,64243
1893846,70604
1894304,75929
1894763,79880
1895221,84015
1895679,84200
1896137,83402
1896596,79832
1897053,75260
1897512,69053
1897971,62846
1898428,57765
1898887,54420
1899345,53756
1899803,53961
1900262,53916
1900720,52629
1901178,51059
1901637,49010
1902094,47789
1902553,46046
1903011,43204
1903470,41488
1903928,40930
1904386,41801
1904844,44196
1905303,45874
1905761,48140
1906219,49256
1906678,50896
1907136,55046
1907594,62727
1908052,74266
1908511,86632
1908969,95535
1909427,101197
1909885,100239
1910344,103345
1910802,126082
1911260,202721
1911718,369521
1912177,622440
1912635,928596
1913093,1268721
1913552,1556749
1914010,1804134
1914468,1974206
1914926,2023495
1915385,1881109
1915842,1255371
1916301,478464
1916759,143650
1917217,74040
1917676,63697
1918134,60149
1918591,58815
1919051,59403
1919509,63008
1919966,69578
1920425,76085
1920884,81194
1921342,81565
1921800,77005
1922259,75080
1922716,83090
1923175,102991
1923633,130566
1924091,159706
1924550,182056
1925008,183346
1925466,163177
1925925,136465
1926383,111364
1926841,95879
1927299,88381
1927758,80414
1928216,71421
1928674,63164
1929132,56484
1929591,54441
1930049,53567
1930507,55814
1930966,57933
1931423,59968
1931882,60877
1932340,61861
1932798,61510
1933257,60252
1933715,59672
1934172,59869
1934632,59106
1935090,57542
1935547,56295
1936006,53929
1936465,50739
1936922,46490
1937381,42615
1937840,39911
1938298,38418
1938756,38336
1939214,39269
1939673,42308
1940130,46134
1940589,48838
1941047,49259
1941505,47925
1941964,45670
1942422,44000
1942879,42990
1943339,43449
1943797,45757
1944254,52820
1944713,64651
1945172,81356
1945629,98868
1946088,112704
1946547,114844
1947004,106919
1947463,93567
1947921,81883
1948379,70196
1948837,61811
1949296,54948
1949754,51077
1950212,50874
1950671,54856
1951129,63680
1951586,78917
1952046,100701
1952504,119441
1952961,132657
1953420,134880
1953879,128681
1954337,113595
1954795,100180
1955254,86924
1955712,77542
1956170,71245
1956628,70045
1957087,73194
1957544,77277
1958003,80400
1958461,86033
1958919,91106
1959378,92119
1959836,86512
1960293,80055
1960753,69325
1961211,58027
1961668,48150
1962127,42732
1962586,40358
1963043,41395
1963502,46635
1963961,56310
1964418,71249
1964877,84541
1965335,90133
1965793,83105
1966252,70221
1966710,58178
1967168,50747
1967626,48726
1968085,51463
1968543,52818
1969000,54830
1969460,56402
1969918,59648
1970375,65430
1970835,73921
1971293,83833
1971750,88754
1972209,86211
1972668,75616
1973126,61908
1973584,51334
1974042,45564
1974501,42336
1974959,44401
1975417,53733
1975875,76161
1976333,112127
1976792,157393
1977250,177477
1977707,169146
1978167,133332
1978625,95113
1979082,67745
1979542,54778
1980000,54539
1980457,62319
1980916,73129
1981375,81666
1981832,84310
1982291,78890
1982749,70014
1983207,61557
1983666,62004
1984124,75806
1984581,111556
1985040,172046
1985499,238751
1985956,296604
1986414,293695
1986874,244750
1987331,177847
1987789,126779
1988249,100539
1988706,93627
1989165,95460
1989623,102997
1990082,110431
1990540,117327
1990998,119434
1991456,118900
1991915,118036
1992373,112556
1992831,104514
1993289,96300
1993747,86363
1994206,79251
1994664,73698
1995122,68161
1995581,62154
1996039,56716
1996496,52578
1996956,49617
1997414,47582
1997871,47106
1998330,48333
1998789,50084
1999246,51740
1999705,53882
2000163,55233
2000621,55336
2001080,55450
2001538,54476
2001995,52425
2002455,49814
2002913,46416
2003370,44639
2003830,43169
2004288,41501
2004745,40730
2005203,42246
2005663,45591
2006121,48541
2006578,50298
2007037,49442
2007496,46506
2007954,41702
2008412,38602
2008870,36272
2009329,35749
2009787,36653
2010245,38637
2010703,41738
2011162,46884
2011620,62509
2012078,107295
2012536,216152
2012995,412721
2013453,694998
2013910,1031153
2014370,1394104
2014828,1652306
2015285,1850732
2015744,1975227
2016203,1971526
2016660,1692619
2017119,960020
2017577,323728
2018035,108562
2018494,59504
2018952,48667
2019410,45400
2019869,44725
2020327,46305
2020784,49677
2021243,53947
2021702,55933
2022159,57142
2022617,57725
2023077,61427
2023534,66870
2023993,72463
2024451,71964
2024910,66242
2025368,56695
2025826,48042
2026284,41979
2026743,41197
2027201,43749
2027659,49754
2028118,58315
2028576,66351
2029034,73287
2029492,77963
2029950,75533
2030409,69510
2030867,61158
2031324,51506
2031784,45441
2032242,42127
2032699,42406
2033158,44155
2033617,48160
2034074,50392
2034533,51206
2034991,49427
2035449,47318
2035908,43617
2036366,42298
2036824,41584
2037283,41400
2037741,41187
2038198,42443
2038658,45445
2039116,49561
2039573,52707
2040032,52258
2040491,49308
2040949,46157
2041406,42309
2041865,39170
2042324,36871
2042782,37657
2043240,40766
2043699,47405
2044157,57587
2044615,68648
2045073,79564
2045532,89017
2045990,94727
2046448,95054
2046906,89602
2047365,86190
2047823,83063
2048281,77562
2048739,69584
2049198,63482
2049656,62126
2050113,66021
2050572,74827
2051031,86061
2051489,97197
2051947,101429
2052406,100179
2052864,95506
2053322,90196
2053780,84380
2054239,80230
2054697,76257
2055155,73666
2055612,75092
2056072,77349
2056530,78865
2056987,76558
2057446,73191
2057905,70735
2058362,72345
2058821,77370
2059279,81476
2059737,82263
2060196,77791
2060654,68690
2061112,59754
2061571,53239
2062029,49525
2062487,51370
2062946,58367
2063404,68832
2063862,76207
2064319,78211
2064779,75985
2065237,72226
2065694,71310
2066153,72692
2066612,74426
2067069,72618
2067527,68976
2067985,65938
2068445,63448
2068902,62778
2069360,66187
2069820,73751
2070277,80752
2070736,82593
2071194,76560
2071652,64242
2072111,50869
2072569,43383
2073027,42582
2073486,48395
2073944,62428
2074402,90220
2074860,122356
2075319,152449
2075777,176022
2076235,164689
2076694,133416
2077152,98996
2077609,73423
2078068,61477
2078527,55762
2078984,54467
2079443,55134
2079900,56828
2080359,58613
2080818,62009
2081275,68428
2081734,79989
2082193,97025
2082650,116674
2083109,135222
2083567,150518
2084025,158978
2084484,149954
2084942,132951
2085401,109223
2085859,90046
2086317,89337
2086775,113069
2087234,152421
2087692,191811
2088150,202003
2088608,182125
2089067,143242
2089525,108959
2089983,87229
2090440,79462
2090900,81054
2091358,87870
2091815,100597
2092274,128447
2092733,188933
2093190,301393
2093649,465757
2094108,632434
2094565,701097
2095024,675879
2095482,528523
2095940,346645
2096397,203839
2096856,112627
2097314,69273
2097772,51363
2098229,45051
2098687,43198
2099145,42753
2099603,42339
2100060,41321
2100519,39772
2100977,38373
2101435,38201
2101893,38189
2102351,39545
2102808,42012
2103267,45383
2103725,47778
2104183,48228
2104641,46732
2105099,43997
2105557,42109
2106015,40177
2106473,39433
2106931,40380
2107389,41936
2107847,45520
2108305,54191
2108763,81970
2109221,157665
2109678,306269
2110136,562831
2110594,878681
2111051,1235201
2111510,1543163
2111968,1748621
2112426,1868982
2112884,1854942
2113342,1568187
2113799,909130
2114258,332773
2114716,115655
2115174,65923
2115632,56375
2116090,55264
2116548,57229
2117006,60268
2117464,62083
2117921,62607
2118380,60907
2118837,57134
2119296,54974
2119754,53110
2120212,51180
2120669,50183
2121127,50675
2121585,53940
2122043,59550
2122501,67144
2122959,73396
2123417,74470
2123875,68959
2124333,60312
2124791,53764
2125249,50110
2125707,50981
2126165,55872
2126623,62581
2127080,69572
2127539,76144
2127997,80105
2128455,79573
2128913,75260
2129371,71549
2129828,68220
2130287,64074
2130745,60090
2131203,56989
2131661,55863
2132119,54982
